zip;street;number_from;;number_to;;number_variety;district_name;vote_district_id;landtag_election_district_id;local_election_district_id;bundestag_election_district_id
14476;Weberstr;;;;;all;;8404;;;
14476;Am Fährgut;;;;;all;;8501;;;
14476;Am Fährenhang;;;;;all;;8501;;;
14476;Am Großen Horn;;;;;all;;8501;;;
14476;Am Kirchberg;;;;;all;;8501;;;
14476;Am Krampnitzsee;;;;;all;;8501;;;
14476;Am Lehnitzsee;;;;;all;;8501;;;
14476;Am Rehweg;;;;;all;;8501;;;
14476;Am Stinthorn;;;;;all;;8501;;;
14476;Am Wiesenrand;;;;;all;;8501;;;
14476;An der Birnenplantage;;;;;all;;8501;;;
14476;Anglerkolonie;;;;;all;;8501;;;
14476;Bassewitzstr;;;;;all;;8501;;;
14476;Birnenweg (OT Neu Fahrland);;;;;all;;8501;;;
14476;Fontanestr (OT Neu Fahrland);;;;;all;;8501;;;
14476;Ganghoferstr;;;;;all;;8501;;;
14476;Gärtner-Schmidt-Str;;;;;all;;8501;;;
14476;Heinrich-Heine-Weg;;;;;all;;8501;;;
14476;Im Apfelgarten;;;;;all;;8501;;;
14476;Martinsweg;;;;;all;;8501;;;
14476;Neuhainholz;;;;;all;;8501;;;
14476;Plantagenweg;;;;;all;;8501;;;
14476;Ringstr (OT Neu Fahrland);;;;;all;;8501;;;
14476;Robinsoninsel;;;;;all;;8501;;;
14476;Schwalbenweg;;;;;all;;8501;;;
14476;Sonnenweg;;;;;all;;8501;;;
14476;Tschudistr;;;;;all;;8501;;;
14476;Zu den drei Mohren;;;;;all;;8501;;;
14476;Zum Weißen See;;;;;all;;8501;;;
14476;Alter Weinberg;;;;;all;;8601;;;
14476;Am Gutstor;;;;;all;;8601;;;
14476;Am Park;;;;;all;;8601;;;
14476;Christoph-Friedrich-Weg;;;;;all;;8601;;;
14476;Dorfstr (OT Groß Glienicke);;;;;all;;8601;;;
14476;Edith-Schollwer-Weg;;;;;all;;8601;;;
14476;Eva-Katharina-Weg;;;;;all;;8601;;;
14476;Freiheitstr;2;;34;;even;;8601;;;
14476;Georg-Sigismund-von-Oppen-Weg;;;;;all;;8601;;;
14476;Glienicker Dorfstr;;;;;all;;8601;;;
14476;Groß Glienicker Heide;;;;;all;;8601;;;
14476;Grüner Weg (OT Groß Glienicke);22;;23;;all;;8601;;;
14476;Hans-Georg-Str;;;;;all;;8601;;;
14476;Heinz-Sielmann-Ring;;;;;all;;8601;;;
14476;Helmut-Just-Str;;;;;all;;8601;;;
14476;Ida-Wüst-Weg;;;;;all;;8601;;;
14476;Interessentenweg;;;;;all;;8601;;;
14476;Käthe-Haack-Weg;;;;;all;;8601;;;
14476;Leo-Bauer-Str;;;;;all;;8601;;;
14476;Maly-Delschaft-Weg;;;;;all;;8601;;;
14476;Margarethe-Gottliebe-Weg;;;;;all;;8601;;;
14476;Potsdamer Chaussee (OT Groß Glienicke);3;;7;A;odd;;8601;;;
14476;Rudi-Ball-Str;;;;;all;;8601;;;
14476;Seeburger Chaussee;;;;;all;;8601;;;
14476;Triftweg (OT Groß Glienicke);9;;;;all;;8601;;;
14476;Von-Oppen-Weg;;;;;all;;8601;;;
14476;Ahornweg;;;;;all;;8602;;;
14476;Am Fenn (OT Groß Glienicke);;;;;all;;8602;;;
14476;Am Schlahn;;;;;all;;8602;;;
14476;Am Seeblick;;;;;all;;8602;;;
14476;Am Waldfrieden;;;;;all;;8602;;;
14476;Bergstr (OT Groß Glienicke);35;;51;;odd;;8602;;;
14476;Bergstr (OT Groß Glienicke);40;;60;;even;;8602;;;
14476;Braumannweg;;;;;all;;8602;;;
14476;Bullenwinkel;;;;;all;;8602;;;
14476;Dohlenweg;;;;;all;;8602;;;
14476;Forstallee;;;;;all;;8602;;;
14476;Hechtsprung;17;;25;;odd;;8602;;;
14476;Hechtsprung;20;;26;;even;;8602;;;
14476;Im Hirschen;;;;;all;;8602;;;
14476;Isoldestr;29;;43;;odd;;8602;;;
14476;Isoldestr;30;;46;;even;;8602;;;
14476;Krampnitzer Weg;;;;;all;;8602;;;
14476;Landhausstr;;;;;all;;8602;;;
14476;Nibelungenstr;;;;;all;;8602;;;
14476;Parzivalstr;1;;23;A;odd;;8602;;;
14476;Parzivalstr;14;;26;;even;;8602;;;
14476;Parzivalstr;25;;;;all;;8602;;;
14476;Pilzweg;;;;;all;;8602;;;
14476;Potsdamer Chaussee (OT Groß Glienicke);51;;;;all;;8602;;;
14476;Rehsprung;;;;;all;;8602;;;
14476;Richard-Wagner-Str;19;;41;;odd;;8602;;;
14476;Richard-Wagner-Str;24;;36;;even;;8602;;;
14476;Sacrower Allee;1;;3;;odd;;8602;;;
14476;Sacrower Allee;11;;121;;odd;;8602;;;
14476;Sacrower Allee;88;;120;;even;;8602;;;
14476;Seepromenade;70;;99;;all;;8602;;;
14476;Tristanstr;29;;56;;all;;8602;;;
14476;Waldweg;;;;;all;;8602;;;
14476;Wendensteig;;;;;all;;8602;;;
14476;Am Anger;;;;;all;;8603;;;
14476;An der Sporthalle;;;;;all;;8603;;;
14476;Bergstr (OT Groß Glienicke);5;;33;;odd;;8603;;;
14476;Bergstr (OT Groß Glienicke);12;;36;;even;;8603;;;
14476;Christophorusweg;;;;;all;;8603;;;
14476;Ernst-Thälmann-Str (OT Groß Glienicke);;;;;all;;8603;;;
14476;Hechtsprung;1;;13;;all;;8603;;;
14476;Hechtsprung;18;;;;all;;8603;;;
14476;Isoldestr;1;;28;;all;;8603;;;
14476;Parzivalstr;2;;8;;even;;8603;;;
14476;Ribbeckweg;;;;;all;;8603;;;
14476;Richard-Wagner-Str;1;;15;;odd;;8603;;;
14476;Richard-Wagner-Str;2;;22;;even;;8603;;;
14476;Sacrower Allee;2;A;2;B;all;;8603;;;
14476;Sacrower Allee;10;;84;;even;;8603;;;
14476;Seepromenade;1;;68;;all;;8603;;;
14476;St-Anna-Str;;;;;all;;8603;;;
14476;Tristanstr;1;;28;;all;;8603;;;
14476;Am Glienicker Mühlenberg;;;;;all;;8604;;;
14476;An der Kirche;;;;;all;;8604;;;
14476;Birkenweg;;;;;all;;8604;;;
14476;Ebereschenweg (OT Groß Glienicke);;;;;all;;8604;;;
14476;Freiheitstr;1;;33;;odd;;8604;;;
14476;Grüner Weg (OT Groß Glienicke);1;;19;D;all;;8604;;;
14476;Güntherweg;;;;;all;;8604;;;
14476;Hainbuchenweg;;;;;all;;8604;;;
14476;Hermann-Krome-Weg;;;;;all;;8604;;;
14476;Potsdamer Chaussee (OT Groß Glienicke);2;;124;D;even;;8604;;;
14476;Potsdamer Chaussee (OT Groß Glienicke);17;;31;;odd;;8604;;;
14476;Rotdornweg (OT Groß Glienicke);;;;;all;;8604;;;
14476;Sacrower Allee;4;;5;;all;;8604;;;
14476;Schulzenlandweg;;;;;all;;8604;;;
14476;Theodor-Fontane-Str;;;;;all;;8604;;;
14476;Triftweg (OT Groß Glienicke);1;;8;;all;;8604;;;
14476;Ulrich-Steinhauer-Str;;;;;all;;8604;;;
