street,number_odd_from,number_odd_to,number_even_from,number_even_to,district_nr,district_name,zip,vote_district_id,local_election_district_id,landtag_election_district_id,bundestag_election_district_id
Burgmauer,1,13,2,28,103,Altstadt/Nord,50667,10304,04,18,93
Burgmauer,33,33,60,70,103,Altstadt/Nord,50667,10302,04,18,93
Burgmauer,37,53,,,103,Altstadt/Nord,50667,10303,04,18,93
Burgstr.,1,75,2,98,803,Vingst,51103,80305,43,18,93
Burgstr.,125,199,106,138,804,Höhenberg,51103,80402,44,18,93
Burgunderstr.,3,15,2,10a,102,Neustadt/Süd,50677,10220,02,13,94
Burgunderstr.,17,63,12,48,102,Neustadt/Süd,50677,10219,02,13,94
Burgweg,1,9,2,18,714,Zündorf,51143,71406,11,17,93
Burgwiesenstr.,1,125,8,60,904,Holweide,51067,90412,40,19,101
Burlatweg,,,2,24,607,Esch/Auweiler,50765,60701,28,16,95
Burtscheider Str.,1,23,2,32,304,Braunsfeld,50933,30405,19,14,94
Buschdorfer Str.,1,31,2,16,204,Raderthal,50968,20401,12,13,94
Buschfeldstr.,13,69,2,50,904,Holweide,51067,90410,40,19,101
Buschfeldstr.,73,133,56,100,904,Holweide,51067,90409,40,19,101
Buschgasse,1,15,6,32,101,Altstadt/Süd,50678,10110,01,13,94
Buschweg,1,55,,,405,Bocklemünd/Mengenich,50829,40507,25,15,95
Buschweg,,,2,2,406,Ossendorf,50829,40603,24,15,95
Buschweg (Esch),1,7,6,10,607,Esch/Auweiler,50765,60706,28,16,95
Büsdorfer Str.,1,23,2,30,305,Müngersdorf,50933,30503,19,14,94
Bussardstr.,3,5,2,4,206,Rondorf,50997,20610,15,13,94
Bussardweg,1,93,2,96,404,Vogelsang,50829,40404,25,15,95
Bussardweg (Junkersdorf),3,17,2,14,306,Junkersdorf,50858,30605,20,14,94
Butterblumenweg,,,,,208,Rodenkirchen,50999,20812,14,13,94
Buttermarkt,1,39,4,42,103,Altstadt/Nord,50667,10305,04,18,93
Büttgener Weg,1,35,2,46,612,Worringen,50769,61202,29,16,95
Butzheimer Str.,1,23,2,14,604,Heimersdorf,50767,60403,26,16,95
Butzweilerhof-Allee,,,2,4,406,Ossendorf,50829,40603,24,15,95
Butzweilerstr.,1,1,,,406,Ossendorf,50827,40605,24,15,95
Butzweilerstr.,,,2,4b,406,Ossendorf,50827,40604,24,15,95
Butzweilerstr.,11,51,50,50,406,Ossendorf,50829,40603,24,15,95
Butzweilerstr.,,,,,506,Longerich,50739,50614,30,16,95
Cäcilienkloster,17,17,2,10,101,Altstadt/Süd,50676,10119,01,13,94
Cäcilienstr.,1,7,,,101,Altstadt/Süd,50667,10120,06,13,94
Cäcilienstr.,29,33,20,48,101,Altstadt/Süd,50667,10119,01,13,94
Cäcilienstr. (Wahn),3,9,,,711,Wahn,51147,71101,10,17,93
Camberger Str.,,,2,24,801,Humboldt/Gremberg,51105,80102,42,18,93
Cardinalstr.,3,7,2,8,103,Altstadt/Nord,50670,10313,04,18,93
Carl-Brisch-Str.,,,,,901,Mülheim,51063,90114,36,19,101
Carlebachstr.,1,53,,,705,Eil,51145,70501,08,17,93
Carl-Jatho-Str.,1,1,2,28,206,Rondorf,50997,20605,15,13,94
Carl-Muth-Str.,1,19,2,14,809,Neubrück,51109,80901,45,18,93
Carl-Schurz-Str.,1,11a,2,18,303,Lindenthal,50935,30318,18,14,94
Carl-Severing-Str.,3,19,,,904,Holweide,51067,90410,40,19,101
Carl-Spitzweg-Str.,1,11,2,4,208,Rodenkirchen,50999,20813,14,13,94
Carlswerkstr.,1,13,,,901,Mülheim,51063,90119,36,19,101
Carl-von-Linde-Str.,1,13,4,8,210,Sürth,50999,21003,14,13,94
Carl-von-Linné-Weg,1,1,2,20,309,Widdersdorf,50829,30901,21,14,94
Carola-Stern-Weg,1,9,2,10,210,Sürth,50999,21007,14,13,94
Cäsarstr.,,,2,84,201,Bayenthal,50968,20108,12,13,94
Cäsarstr.,3,33,,,201,Bayenthal,50968,20107,12,13,94
Castellauner Str.,1a,3,,,302,Sülz,50935,30233,17,14,94
Castroper Str.,1,7,,,504,Niehl,50735,50406,33,16,95
Castroper Str.,,,2,8,504,Niehl,50735,50410,34,16,95
Catharina-Coenen-Weg,,,,,806,Merheim,51109,80601,44,17,93
Caumannsstr.,1,21,8,16,903,Buchheim,51065,90304,35,19,101
Causemannstr.,3,115,4,66,601,Merkenich,50769,60105,29,16,95
Cellitinnenweg,,,2,14,505,Weidenpesch,50737,50508,34,16,95
Cellitinnenweg,11,15,,,505,Weidenpesch,50737,50506,34,16,95
Celsiusstr.,1,19,2,16,706,Porz,51145,70601,08,17,93
Chamissostr.,1,25,2,20,402,Neuehrenfeld,50825,40210,23,15,95
Chargesheimerplatz,,,,,103,Altstadt/Nord,50667,10313,04,18,93
Charles-de-Gaulle-Platz,1,9,2,2,105,Deutz,50679,10501,06,18,93
Charlierstr.,1,13,2,8,901,Mülheim,51065,90108,36,19,101
Charlottenburger Str.,1,31,2,16,307,Weiden,50859,30709,21,14,94
Charlottenstr.,1,43,2,54,703,Ensen,51149,70301,07,17,93
Charlottenstr.,61,73,72,72,702,Westhoven,51149,70205,07,17,93
Chemnitzer Str.,5,107,2,112,904,Holweide,51067,90411,40,19,101
Cheruskerstr.,1,9,4,40,105,Deutz,50679,10513,06,18,93
Cheruskerstr. (Gremberghoven),9,11,2,18,704,Gremberghoven,51149,70401,08,17,93
Chlodwigplatz,1,5,2,6,102,Neustadt/Süd,50678,10201,02,13,94
Chlodwigplatz,7,19,12,28,101,Altstadt/Süd,50678,10111,01,13,94
Chlodwigstr.,1,17,2,12,306,Junkersdorf,50858,30605,20,14,94
Chorbuschstr.,1,61,18,46,607,Esch/Auweiler,50765,60705,28,16,95
Chorbuschstr.,67,91,66,76,607,Esch/Auweiler,50765,60706,28,16,95
Chorweiler Zubringer,,,,,606,Pesch,50767,60601,28,16,95
Chorweiler Zubringer,,,,,608,Volkhoven/Weiler,50765,60801,26,16,95
Christa-Thomas-Weg,1,11,4,24,807,Brück,51109,80707,41,17,93
Christian-Coenen-Str.,1,23,2,6,907,Dünnwald,51069,90705,38,19,101
Christian-Gau-Str.,3,31,4,24,304,Braunsfeld,50933,30407,19,14,94
Christian-Gau-Str.,33,51,26,56,304,Braunsfeld,50933,30406,19,14,94
Christian-Hünseler-Str.,1,9,2,18,309,Widdersdorf,50859,30903,21,14,94
Christian-Hünseler-Str.,23,27,24,62,309,Widdersdorf,50859,30904,21,14,94
Christian-Schult-Str.,1,15,22,26,401,Ehrenfeld,50823,40114,22,15,95
Christian-Schult-Str.,,,4,20,401,Ehrenfeld,50823,40115,22,15,95
Christianstr.,1,25,2,82,401,Ehrenfeld,50825,40119,24,15,95
Christian-Sünner-Str.,1,3,,,802,Kalk,51103,80204,42,18,93
Christian-Sünner-Str.,,,8,8,802,Kalk,51105,80204,42,18,93
Christian-Sünner-Str.,25,25,,,802,Kalk,51105,80209,42,18,93
Christinastr.,1,29,2,26,501,Nippes,50733,50105,32,15,95
Christinastr.,31,41,36,66,501,Nippes,50733,50109,32,15,95
Christinastr.,49,55,70,82,501,Nippes,50733,50110,32,15,95
Christinenweg,1,15,2,8,703,Ensen,51149,70306,07,17,93
Christine-Teusch-Platz,1,1,,,402,Neuehrenfeld,50823,40206,23,15,95
Christoph-Musmacher-Str.,1,45,2,32,906,Höhenhaus,51061,90604,38,19,101
Christoph-Probst-Str.,1,5,2,22,506,Longerich,50737,50607,30,16,95
Christophstr.,1,43,2,56,103,Altstadt/Nord,50670,10314,04,18,93
Christrosenweg,1,5,2,62,714,Zündorf,51143,71412,11,17,93
Christtannenweg,,,2,14,701,Poll,51105,70101,07,17,93
Chrysanthemenweg,,,2,30,603,Seeberg,50769,60302,26,16,95
Cimbernstr.,1,11,,,704,Gremberghoven,51149,70401,08,17,93
Clara-Immerwahr-Weg,1,35,,,304,Braunsfeld,50933,30403,19,14,94
Clarenbachstr.,1,15,2,184a,303,Lindenthal,50931,30325,19,14,94
Clarenbachstr.,221,247a,186,208,303,Lindenthal,50931,30326,19,14,94
Classen-Kappelmann-Str.,25,57,16,40,303,Lindenthal,50931,30306,18,14,94
Claudelweg,1,7,2,20,809,Neubrück,51109,80901,45,18,93
Claudiastr.,3,13,2,6,702,Westhoven,51149,70205,07,17,93
Claudius-Dornier-Str.,1,9,2,32,406,Ossendorf,50829,40603,24,15,95
Claudiusstr.,1,1,,,102,Neustadt/Süd,50678,10202,02,13,94
Claudiusstr. (Immendorf),,,2,12,212,Immendorf,50997,21201,15,13,94
Clausthaler Weg,1,3,2,4,906,Höhenhaus,51061,90605,38,19,101
Clemensgasse,1,11,4,10,714,Zündorf,51143,71408,11,17,93
Clemens-Hastrich-Str.,1,21,2,20,403,Bickendorf,50827,40301,25,15,95
Clemens-Hastrich-Str.,23,27,22,24,403,Bickendorf,50827,40302,25,15,95
Clemensstr.,1,39,2,10,101,Altstadt/Süd,50676,10117,03,13,94
Clever Str.,1,11,,,103,Altstadt/Nord,50668,10308,04,18,93
Clever Str.,,,2,14,103,Altstadt/Nord,50668,10309,04,18,93
Clever Str.,13,37,16,30,104,Neustadt/Nord,50668,10423,05,18,93
Clever Str.,51,51,32,38,104,Neustadt/Nord,50668,10424,05,18,93
Clevischer Ring,1,9,2,8,901,Mülheim,51065,90114,36,19,101
Clevischer Ring,37,51,72,72,901,Mülheim,51063,90114,36,19,101
Clevischer Ring,87,117,74,122,901,Mülheim,51063,90119,36,19,101
Clevischer Ring,119,125,128,178b,901,Mülheim,51063,90118,37,19,101
Clevischer Ring,127,133,180,180,901,Mülheim,51063,90117,37,19,101
Clostermannstr.,1,11,10,14,901,Mülheim,51065,90112,36,19,101
Clostermannstr.,,,2,8,901,Mülheim,51065,90111,36,19,101
Cohnenhofstr.,7,129,2,132,601,Merkenich,50769,60101,29,16,95
Colonia-Allee,3,15,2,32,904,Holweide,51067,90412,40,19,101
Comeniusweg,1,29,2,32,714,Zündorf,51143,71403,11,17,93
Compesstr.,1,3,2,4,603,Seeberg,50769,60303,26,16,95
Compesstr.,5,27,,,603,Seeberg,50769,60304,26,16,95
Concordiaplatz,1,15,2,14,706,Porz,51143,70608,11,17,93
Constantinstr.,83,95,78,102,105,Deutz,50679,10501,06,18,93
Constanzeweg,1,15,2,28,705,Eil,51145,70506,08,17,93
Contzenstr.,1,45,,,506,Longerich,50739,50613,30,16,95
Cordulastr.,1,3,2,4,103,Altstadt/Nord,50668,10312,05,18,93
Cordulastr. (Pesch),1,7,2,8,606,Pesch,50767,60603,28,16,95
Cordulaweg,1,7,2,2,703,Ensen,51149,70301,07,17,93
Corintostr.,1,1,,,802,Kalk,51103,80208,42,18,93
Corkstr.,1,11,4,22b,802,Kalk,51103,80209,42,18,93
Corkstr.,25,27,,,802,Kalk,51103,80208,42,18,93
Corneliusstr.,1,19,2,40,101,Altstadt/Süd,50678,10112,01,13,94
Corneliusstr. (Heumar),3,19,2,62,808,Rath/Heumar,51107,80811,41,17,93
Corrensstr.,1,17,2,12,501,Nippes,50733,50124,33,15,95
Cosimastr.,1,9,4,18,705,Eil,51145,70506,08,17,93
Cosmasweg,,,6,18,608,Volkhoven/Weiler,50765,60803,26,16,95
Cottbuser Str.,1,1,14,16,901,Mülheim,51063,90121,36,19,101
Cranachstr.,1,9,2,12,501,Nippes,50733,50109,32,15,95
Cranachstr.,11,15,,,501,Nippes,50733,50105,32,15,95
Cranachstr.,21,41,14,48,501,Nippes,50733,50104,32,15,95
Cremeriusstr.,,,2,14,612,Worringen,50769,61204,29,16,95
Crottorfer Str.,1,31,,,807,Brück,51109,80706,41,17,93
Curtiusstr.,1,13,2,10,302,Sülz,50935,30230,17,14,94
Curt-Stenvert-Bogen,1,57,2,80,308,Lövenich,50859,30808,21,14,94
Cusanusstr.,1,1,2,16,902,Buchforst,51065,90201,35,19,101
Custodisstr.,1,21,2,20,105,Deutz,50679,10508,06,18,93
Cuxhavener Str.,3,33,2,32,506,Longerich,50737,50604,30,16,95
Dabringhauser Str.,1,31,2,50,904,Holweide,51067,90401,40,19,101
Dabringhauser Str.,63,121,68,130,905,Dellbrück,51067,90520,39,19,101
Dabringhauser Str.,123,149,134,172,905,Dellbrück,51069,90519,39,19,101
Dachsweg,1,11,2,14,807,Brück,51109,80709,41,17,93
Dachsweg (Widdersdorf),1,51,2,74,309,Widdersdorf,50859,30903,21,14,94
Dädalusring,1,85,2,84,506,Longerich,50739,50614,30,16,95
Dagobertstr.,3,77,20,36,103,Altstadt/Nord,50668,10308,04,18,93
Dagobertstr.,,,38,90,103,Altstadt/Nord,50668,10306,04,18,93
Dagobertstr.,79,85,,,103,Altstadt/Nord,50668,10309,04,18,93
Dahlemer Str.,1,25,2,26,212,Immendorf,50997,21202,15,13,94
Dahlhauser Weg,5,15,2,14,604,Heimersdorf,50767,60405,26,16,95
Dahlienweg,,,2,22,603,Seeberg,50769,60302,26,16,95
Dahlienweg (Zündorf),1,7,2,22,714,Zündorf,51143,71410,11,17,93
Daimlerstr.,1,13,2,16,403,Bickendorf,50827,40302,25,15,95
Daimlerstr. (Lövenich),1,9,2,16,308,Lövenich,50859,30808,21,14,94
Damaschkestr.,3,7,2,12,904,Holweide,51067,90401,40,19,101
Damianstr.,1,27,2,26,607,Esch/Auweiler,50765,60707,28,16,95
Damiansweg,7,29,2,40c,608,Volkhoven/Weiler,50765,60803,26,16,95
Damiansweg,31,43a,42,58,608,Volkhoven/Weiler,50765,60802,26,16,95
Damiansweg,45,97,,,608,Volkhoven/Weiler,50765,60801,26,16,95
Dammweg,29,31,,,711,Wahn,51147,71105,10,17,93
Dankwartsweg,1,19,2,10,712,Lind,51147,71202,10,17,93
Dankwartweg,1,15,2,16,502,Mauenheim,50739,50201,31,16,95
Dansweilerweg,1,17,2,16,305,Müngersdorf,50933,30501,19,14,94
Danteweg,,,,,303,Lindenthal,50931,30325,19,14,94
Danzierstr.,11,57,18,130,901,Mülheim,51063,90103,36,19,101
Danzierstr.,97,125,136,168,901,Mülheim,51063,90106,36,19,101
Danziger Str. (Urbach),,,2,48,707,Urbach,51145,70702,09,17,93
Danziger Str. (Urbach),19,43,,,707,Urbach,51145,70701,09,17,93
Danziger Str. (Weiden),1,33,2,36,307,Weiden,50858,30705,20,14,94
Darmstädter Str.,1,23,,,102,Neustadt/Süd,50678,10204,02,13,94
Darmstädter Str.,,,2,34,102,Neustadt/Süd,50678,10203,02,13,94
Dasselstr.,1,57,,,102,Neustadt/Süd,50674,10225,03,13,94
Dasselstr.,59,85,2,70,102,Neustadt/Süd,50674,10226,03,13,94
Dattenfelder Str.,1,35,2,48,807,Brück,51109,80704,41,17,93
Däumlingsweg,1,17,2,8,905,Dellbrück,51067,90522,39,19,101
Dauner Str.,1,23,4,24,302,Sülz,50937,30211,17,14,94
Dauner Str. (Immendorf),1,13,4,6,212,Immendorf,50997,21202,15,13,94
Daverkusenstr.,,,2,32,601,Merkenich,50769,60103,29,16,95
Daverkusenstr.,9,35,,,601,Merkenich,50769,60104,29,16,95
Davoser Klause,1,11,2,34,901,Mülheim,51063,90122,37,19,101
Dechant-Löbbel-Platz,1,1,,,103,Altstadt/Nord,50668,10312,05,18,93
Dechant-Renner-Str.,3,29,8,36,213,Meschenich,50997,21303,15,13,94
Dechenstr.,1,1,20,42,402,Neuehrenfeld,50825,40216,23,15,95
Dechenstr.,43,43,,,402,Neuehrenfeld,50825,40217,23,15,95
Decksteiner Str.,1,25,,,303,Lindenthal,50935,30320,18,14,94
Decksteiner Str.,,,2,20,303,Lindenthal,50935,30319,18,14,94
Decksteiner Str.,27,75,26,92,303,Lindenthal,50935,30318,18,14,94
Deeler Weg,1a,27,2,24,612,Worringen,50769,61203,29,16,95
De-Gasperi-Str.,1,77,12,12,809,Neubrück,51109,80906,45,18,93
De-Gasperi-Str.,,,2,10,809,Neubrück,51109,80907,45,18,93
Dehlinger Weg,1,17,2,28,605,Lindweiler,50767,60502,28,16,95
Dehmelstr.,,,2,38,405,Bocklemünd/Mengenich,50829,40505,25,15,95
Deidesheimer Str.,,,2,4,507,Bilderstöckchen,50739,50702,31,15,95
Deisterweg,1,17,2,16,807,Brück,51109,80708,41,17,93
Delfossestr.,7,27,2,12a,406,Ossendorf,50829,40603,24,15,95
Delfter Str.,1,15,2,4,503,Riehl,50735,50311,33,16,95
Delhover Str.,,,2,6,612,Worringen,50769,61204,29,16,95
Deliastr.,5,19,20,38,608,Volkhoven/Weiler,50765,60801,26,16,95
Dellbrücker Hauptstr.,,,6a,74,905,Dellbrück,51069,90510,39,19,101
Dellbrücker Hauptstr.,9,77,,,905,Dellbrück,51069,90511,39,19,101
Dellbrücker Hauptstr.,83,159,76,140,905,Dellbrück,51069,90509,39,19,101
Dellbrücker Hauptstr.,163,209,142,178,905,Dellbrück,51069,90508,39,19,101
Dellbrücker Mauspfad,125,145,,,905,Dellbrück,51069,90521,39,19,101
Dellbrücker Mauspfad,153,263,188,226,905,Dellbrück,51069,90520,39,19,101
Dellbrücker Mauspfad,271,309,266,292,905,Dellbrück,51069,90522,39,19,101
Dellbrücker Mauspfad,311,363,300,318,905,Dellbrück,51069,90506,39,19,101
Dellbrücker Steinweg,43,65,2,90,905,Dellbrück,51069,90501,39,19,101
Dellbrücker Str.,,,2,54,903,Buchheim,51067,90302,35,19,101
Dellbrücker Str.,3,49,,,903,Buchheim,51067,90303,35,19,101
Dellenweg,,,,,612,Worringen,50769,61206,29,16,95
Delmenhorster Str.,1,5,2,20c,504,Niehl,50735,50404,30,16,95
Delrather Str.,1,31,,,612,Worringen,50769,61204,29,16,95
Demuntweg,1,31,,,907,Dünnwald,51069,90706,38,19,101
Denklinger Str.,1,11,2,12,807,Brück,51109,80704,41,17,93
De-Noël-Platz,1,15,,,302,Sülz,50937,30224,17,14,94
Derfflingerstr.,5,11,2,6,505,Weidenpesch,50737,50503,34,16,95
Derichsweg,1,33,2,34,601,Merkenich,50769,60105,29,16,95
Derichsweilerweg,1,11,,,603,Seeberg,50769,60306,26,16,95
Derkumer Str.,9,11,2,12,204,Raderthal,50968,20403,12,13,94
Dernbacher Weg,1,27a,2,36,604,Heimersdorf,50767,60402,26,16,95
Dessauerstr.,1,15,2,14,505,Weidenpesch,50737,50502,34,16,95
