Straßenschlüssel;Straßenname;Stadtteilnummer;Stadtteilname;Postleitzahl;Stimmbezirk;Bundestagswahlkreis;Landtagswahlkreis;Kommunalwahlbezirk;ungerade Hausnummer von;ungerade Hausnummer bis;gerade Hausnummer von;gerade Hausnummer bis
02169;Mathildenstr.;105;Deutz;50679;10510;93;18;6;41;81;40;76
05161;Mathildenstr. (Ensen);703;Ensen;51149;70304;93;17;7;1;17b;;
05161;Mathildenstr. (Ensen);703;Ensen;51149;70305;93;17;7;;;2;26
05161;Mathildenstr. (Ensen);703;Ensen;51149;70301;93;17;7;21;41;42;44
03747;Matthias-Müller-Str.;808;Rath/Heumar;51107;80806;93;17;41;1;59;2;92
02170;Mattlenerweg;603;Seeberg;50769;60306;95;16;26;1;13;2;12
03526;Mauenheimer Gürtel;501;Nippes;50733;50112;95;15;32;1;1;;
02171;Mauenheimer Str.;501;Nippes;50733;50111;95;15;32;1;25;2;28
02171;Mauenheimer Str.;501;Nippes;50733;50113;95;15;32;43;99;30;92
02171;Mauenheimer Str.;501;Nippes;50733;50112;95;15;32;119;155;116;150
03753;Maulbronner Str.;805;Ostheim;51107;80506;93;18;45;1;15;2;34
02172;Mauritiuskirchplatz;101;Altstadt/Süd;50676;10114;94;13;3;1;9;;
02173;Mauritiussteinweg;101;Altstadt/Süd;50676;10116;94;13;3;1;57;2;54
02173;Mauritiussteinweg;101;Altstadt/Süd;50676;10117;94;13;3;59;85;60;116
02174;Mauritiuswall;101;Altstadt/Süd;50676;10114;94;13;3;1;33;6;68
02174;Mauritiuswall;101;Altstadt/Süd;50676;10115;94;13;3;35;73;70;88
02176;Max-Bruch-Str.;303;Lindenthal;50935;30319;94;14;18;3;11;4;12
04646;Max-Ernst-Str.;309;Widdersdorf;50859;30903;94;14;21;1;35;2;46
02177;Max-Fremery-Str.;403;Bickendorf;50827;40301;95;15;25;1;23;2;46
05935;Max-Glomsda-Str.;701;Poll;51105;70108;93;17;7;3;3;4;4
02178;Maximinenstr.;103;Altstadt/Nord;50668;10307;93;18;4;;;2;6
05163;Max-Liebermann-Str. (Esch);607;Esch/Auweiler;50765;60706;95;16;28;1;41;4;46
05164;Max-Liebermann-Str. (Rodenkirchen);208;Rodenkirchen;50999;20812;94;13;14;3;15;2;16
05835;Max-Pechstein-Str.;306;Junkersdorf;50858;30603;94;14;20;1;41;2;60
03452;Max-Pester-Str.;906;Höhenhaus;51061;90604;101;19;38;;;2;18
02179;Max-Planck-Str.;909;Flittard;51061;90906;101;19;37;1;1;;
02179;Max-Planck-Str.;909;Flittard;51061;90902;101;19;37;;;2;84
05166;Max-Planck-Str. (Marsdorf);306;Junkersdorf;50858;30609;94;14;20;3;43;2;46
02180;Max-Reger-Str.;303;Lindenthal;50931;30325;94;14;19;;;2;6
05927;Max-Reichpietsch-Str.;711;Wahn;51147;71101;93;17;10;1;1;2;30
02181;Max-Scheler-Str.;303;Lindenthal;50935;30318;94;14;18;1;15;4;26
02182;Max-Slevogt-Str.;809;Neubrück;51109;80902;93;18;45;1;1;4;12
05168;Max-von-Schenkendorf-Str.;706;Porz;51143;70608;93;17;11;5;13;2;14
02183;Max-Wallraf-Str.;304;Braunsfeld;50933;30403;94;14;19;1;13e;2;6
02184;Maybachstr.;104;Neustadt/Nord;50670;10411;93;18;5;107;115;8;116
02184;Maybachstr.;104;Neustadt/Nord;50670;10412;93;18;5;149;149;138;140
02184;Maybachstr.;104;Neustadt/Nord;50670;10413;93;18;5;155;177;146;176
02185;Mayener Str.;302;Sülz;50935;30232;94;14;17;1;11;2;14
02186;Mechternstr.;401;Ehrenfeld;50823;40111;95;15;22;1;27;2;28
02186;Mechternstr.;401;Ehrenfeld;50823;40109;95;15;22;29;59a;40;52
02187;Mechtildisstr.;101;Altstadt/Süd;50678;10108;94;13;1;1;9;2;16
02188;Meerfeldstr.;506;Longerich;50737;50603;95;16;30;1;43;2;58
02189;Meersburger Str.;303;Lindenthal;50935;30316;94;14;18;1;19;2;48
02190;Mehlemer Str.;202;Marienburg;50968;20201;94;13;12;1;29;4;24a
02190;Mehlemer Str.;202;Marienburg;50968;20202;94;13;12;31;33;26;38
02192;Meinerzhager Str.;907;Dünnwald;51069;90704;101;19;38;1;5;2;4
02193;Meininger Str.;804;Höhenberg;51103;80403;93;18;44;1;55;2;46
05864;Meirowskystr.;705;Eil;51145;70501;93;17;8;1;33;2;16
02194;Meisenweg;404;Vogelsang;50829;40401;95;15;25;1;81;2;30
05169;Meisenweg (Ensen);703;Ensen;51149;70301;93;17;7;1;5;2;6
05170;Meisenweg (Esch);607;Esch/Auweiler;50765;60705;95;16;28;;;4;4
05171;Meisenweg (Godorf);211;Godorf;50997;21102;94;13;15;3;13;2;26
02195;Meister-Anton-Str.;612;Worringen;50769;61204;95;16;29;5;13;2;14
02196;Meister-Ekkehart-Str.;303;Lindenthal;50937;30303;94;14;18;1;11;;
02197;Meister-Gerhard-Str.;102;Neustadt/Süd;50674;10227;94;13;3;1;33;2;30
02198;Meister-Johann-Str.;304;Braunsfeld;50933;30404;94;14;19;1;7;4;12
02199;Melanchthonstr.;906;Höhenhaus;51061;90605;101;19;38;1;55;2;80
02200;Melatener Weg;401;Ehrenfeld;50825;40101;95;15;24;25;41;4;20
02201;Melatengürtel;304;Braunsfeld;50933;30408;94;14;19;15;23;2;32
02201;Melatengürtel;401;Ehrenfeld;50823;40104;95;15;22;;;56;80
02201;Melatengürtel;401;Ehrenfeld;50825;40104;95;15;22;59;93;;
02201;Melatengürtel;401;Ehrenfeld;50823;40103;95;15;22;;;82;98
02201;Melatengürtel;401;Ehrenfeld;50825;40102;95;15;22;101;115;;
02201;Melatengürtel;401;Ehrenfeld;50823;40105;95;15;22;;;102;120
02201;Melatengürtel;401;Ehrenfeld;50825;40105;95;15;22;117;131;;
02202;Melchiorstr.;104;Neustadt/Nord;50670;10413;93;18;5;1;35;2;36
02203;Melissenweg;906;Höhenhaus;51061;90606;101;19;38;1;83;2;116
02203;Melissenweg;906;Höhenhaus;51061;90607;101;19;38;85;93;118;142
03694;Melli-Beese-Str.;406;Ossendorf;50829;40603;95;15;24;;;6;10
02204;Memeler Str.;504;Niehl;50735;50411;95;16;34;1;9;2;22
05172;Memeler Str. (Urbach);707;Urbach;51145;70701;93;17;9;1;39;2;48
02205;Mendelssohnstr.;403;Bickendorf;50827;40312;95;15;25;1;7;2;8
02206;Mendener Str.;701;Poll;51105;70110;93;17;7;1;13;;
02206;Mendener Str.;701;Poll;51105;70111;93;17;7;17;19;2;24
02207;Mengelbergstr.;101;Altstadt/Süd;50676;10102;94;13;1;1;11;2;2
02208;Mengenicher Str.;405;Bocklemünd/Mengenich;50829;40501;95;15;25;3;55;6;28
05175;Mengenicher Str. (Pesch);606;Pesch;50767;60606;95;16;28;3;25;2;26
05175;Mengenicher Str. (Pesch);606;Pesch;50767;60604;95;16;28;27;27;;
05175;Mengenicher Str. (Pesch);606;Pesch;50767;60608;95;16;28;29;59;28;32
02209;Mennweg;601;Merkenich;50769;60101;95;16;29;1;29;2;86
02209;Mennweg;602;Fühlingen;50769;60201;95;16;29;137;145;130;174
02210;Menzelstr.;501;Nippes;50733;50101;95;15;32;1;11;2;14
02211;Mercatorstr.;506;Longerich;50737;50611;95;16;30;;;;
02211;Mercatorstr.;603;Seeberg;50769;60301;95;16;26;;;;
02211;Mercatorstr.;609;Chorweiler;50765;60902;95;16;27;;;;
02211;Mercatorstr.;610;Blumenberg;50765;61003;95;16;27;;;;
03842;Mercedes-Allee;401;Ehrenfeld;50825;40102;95;15;22;1;1;;
02212;Mergentheimer Str.;203;Raderberg;50968;20303;94;13;13;1;15;2;40
02213;Merheimer Heide;804;Höhenberg;51103;80406;93;18;44;1;21;2;52
02214;Merheimer Heideweg;804;Höhenberg;51103;80406;93;18;44;;;;
02215;Merheimer Platz;501;Nippes;50733;50102;95;15;32;;;10;16
02216;Merheimer Str.;501;Nippes;50733;50102;95;15;32;43;67;44;78
02216;Merheimer Str.;501;Nippes;50733;50104;95;15;32;71;89;82;98
02216;Merheimer Str.;501;Nippes;50733;50108;95;15;32;95;181;100;180
02216;Merheimer Str.;501;Nippes;50733;50111;95;15;32;195;215;202;214
02216;Merheimer Str.;501;Nippes;50733;50112;95;15;32;217;285;216;334
02216;Merheimer Str.;502;Mauenheim;50739;50203;95;16;31;303;395;370;440
02216;Merheimer Str.;505;Weidenpesch;50735;50506;95;16;34;463;473;442;502
03497;Merianstr.;609;Chorweiler;50765;60904;95;16;27;1;1;;
03497;Merianstr.;602;Fühlingen;50769;60201;95;16;29;1a;1a;;
03497;Merianstr.;609;Chorweiler;50765;60904;95;16;27;1b;17;;
03497;Merianstr.;603;Seeberg;50769;60306;95;16;26;;;2;6
03497;Merianstr.;608;Volkhoven/Weiler;50765;60803;95;16;26;91;97;94;110
02217;Merkenicher Hauptstr.;601;Merkenich;50769;60104;95;16;29;43;143;88;168a
02217;Merkenicher Hauptstr.;601;Merkenich;50769;60103;95;16;29;147;231;2;2
02217;Merkenicher Hauptstr.;601;Merkenich;50769;60103;95;16;29;;;170;224
02217;Merkenicher Hauptstr.;601;Merkenich;50769;60105;95;16;29;;;248;250
02661;Merkenicher Ringstr.;601;Merkenich;50769;60103;95;16;29;105;149;96;148
02218;Merkenicher Str.;504;Niehl;50735;50402;95;16;30;21;111;22;116
02218;Merkenicher Str.;504;Niehl;50735;50401;95;16;30;123;193;120;184
02218;Merkenicher Str.;504;Niehl;50735;50403;95;16;30;197;319;186;290
02219;Merkensstr.;402;Neuehrenfeld;50825;40211;95;15;23;1;27;2;26
02220;Merkerhofstr.;901;Mülheim;51065;90107;101;19;36;1;13;2;12
05890;Merlinweg;206;Rondorf;50997;20606;94;13;15;1;179;2;72
02221;Merlostr.;104;Neustadt/Nord;50668;10418;93;18;5;25;25;2;28
02222;Merowingerstr.;102;Neustadt/Süd;50677;10214;94;13;2;3;31;2;14
02222;Merowingerstr.;102;Neustadt/Süd;50677;10213;94;13;2;33;71;16;60
05176;Merrillweg;207;Hahnwald;50996;20701;94;13;15;1;9a;2;18
05177;Merschfeldweg;308;Lövenich;50859;30806;94;14;21;1;9;2;14
03555;Mertener Str.;202;Marienburg;50968;20202;94;13;12;1;7;;
02223;Merziger Str.;805;Ostheim;51107;80503;93;18;45;1;21;2;14
02224;Mescheder Str.;806;Merheim;51109;80606;93;17;44;1;7;2;8
05179;Meschenicher Str. (Godorf);211;Godorf;50997;21101;94;13;15;401;451;408;452
02226;Mesmerstr.;902;Buchforst;51065;90202;101;19;35;1;15;2;12
03912;Messeallee Nord;901;Mülheim;51063;90102;101;19;35;;;;
03449;Messe-Kreisel;105;Deutz;50679;10501;93;18;6;1;3;2;2
03915;Messeplatz;901;Mülheim;50679;90102;101;19;35;1;1;;
02228;Methweg;507;Bilderstöckchen;50823;50709;95;15;31;;;10;22
02228;Methweg;402;Neuehrenfeld;50823;40204;95;15;23;51;55;2;8
02229;Metternicher Str.;205;Zollstock;50969;20518;94;13;13;1;35;2;22
05182;Mettfelder Str.;208;Rodenkirchen;50996;20805;94;13;12;1;25;2;36
02230;Metzer Str.;102;Neustadt/Süd;50677;10215;94;13;2;1;9;2;18
02230;Metzer Str.;102;Neustadt/Süd;50677;10216;94;13;2;11;39;20;32
05183;Metzgersgäßchen;707;Urbach;51145;70707;93;17;9;;;;
02231;Mevissenstr.;104;Neustadt/Nord;50668;10424;93;18;5;1;15;2;16
05924;Michaelshovener Str.;208;Rodenkirchen;50999;20814;94;13;14;1;11;4;10
02232;Michaelstr.;101;Altstadt/Süd;50676;10104;94;13;3;1;7;2;12
05184;Michaelweg;209;Weiß;50999;20905;94;13;14;1;25;;
05184;Michaelweg;209;Weiß;50999;20906;94;13;14;;;2;2
03675;Michelsbergstr.;610;Blumenberg;50765;61004;95;16;27;1;91;2;32
02233;Michelsweg;405;Bocklemünd/Mengenich;50829;40501;95;15;25;;;2;6
02233;Michelsweg;405;Bocklemünd/Mengenich;50829;40502;95;15;25;5;7;;
03454;Mielenforster Heide;905;Dellbrück;51069;90516;101;19;39;1;21;2;28
02234;Mielenforster Kirchweg;905;Dellbrück;51069;90520;101;19;39;;;2;60
02235;Mielenforster Str.;905;Dellbrück;51069;90518;101;19;39;1;53;50;84
02235;Mielenforster Str.;905;Dellbrück;51069;90519;101;19;39;;;2;40
04379;Milanweg;309;Widdersdorf;50859;30905;94;14;21;1;3;2;4
05932;Mildred-Scheel-Str.;208;Rodenkirchen;50996;20809;94;13;14;1;25;2;16
02236;Militärringstr.;506;Longerich;50737;50603;95;16;30;;;1000;1000
02236;Militärringstr.;202;Marienburg;50968;20203;94;13;12;;;;
02236;Militärringstr.;204;Raderthal;50968;20401;94;13;12;;;;
02236;Militärringstr.;205;Zollstock;50969;20512;94;13;13;;;;
02236;Militärringstr.;301;Klettenberg;50939;30101;94;14;16;;;;
02236;Militärringstr.;302;Sülz;50937;30233;94;14;17;;;;
02236;Militärringstr.;303;Lindenthal;50935;30319;94;14;18;;;;
02236;Militärringstr.;304;Braunsfeld;50933;30404;94;14;19;;;;
02236;Militärringstr.;305;Müngersdorf;50933;30505;94;14;20;;;;
02236;Militärringstr.;404;Vogelsang;50829;40406;95;15;25;;;;
02236;Militärringstr.;405;Bocklemünd/Mengenich;50829;40503;95;15;25;;;;
02236;Militärringstr.;406;Ossendorf;50829;40603;95;15;24;;;;
02237;Miltenberger Str.;804;Höhenberg;51103;80401;93;18;44;1;3;2;4
03624;Miltzstr.;909;Flittard;51061;90901;101;19;37;1;33;4;14
02238;Mindener Str.;105;Deutz;50679;10502;93;18;6;;;2;6
02239;Minna-Bachem-Str.;506;Longerich;50737;50608;95;16;30;1;19;2;20
02240;Minoritenstr.;103;Altstadt/Nord;50667;10304;93;18;4;1;13;2;2c
05181;Minzeweg;210;Sürth;50999;21001;94;13;14;1;75;2;38
02241;Mispelweg;604;Heimersdorf;50767;60405;95;16;26;1;37;2;26
02242;Mittelstr.;103;Altstadt/Nord;50672;10302;93;18;4;1;33;2;54
05185;Mittelstr. (Ensen);703;Ensen;51149;70303;93;17;7;1;11;2;12
05186;Mittelstr. (Rodenkirchen);208;Rodenkirchen;50996;20804;94;13;12;1;21;2;24
05187;Mittelweg;308;Lövenich;50859;30808;94;14;21;1;1a;22;36
05187;Mittelweg;308;Lövenich;50859;30809;94;14;21;;;2;12
03474;Modemannstr.;903;Buchheim;51065;90308;101;19;35;3;11;2;8
03474;Modemannstr.;903;Buchheim;51065;90307;101;19;35;25;25;10;34
02251;Mohlenweg;601;Merkenich;50769;60101;95;16;29;1;7;2;20
02251;Mohlenweg;602;Fühlingen;50769;60202;95;16;29;;;;
02243;Möhlstr.;905;Dellbrück;51069;90508;101;19;39;7;31;2;28a
02252;Mohnweg;608;Volkhoven/Weiler;50765;60803;95;16;26;1;9;2;10
05192;Mohnweg (Junkersdorf);306;Junkersdorf;50858;30603;94;14;20;1;25;2;34
05192;Mohnweg (Junkersdorf);306;Junkersdorf;50858;30602;94;14;20;27;33;36;44
05193;Mohnweg (Sürth);210;Sürth;50999;21005;94;13;14;1;11a;2;12a
05191;Mohnweg (Wahn);711;Wahn;51147;71101;93;17;10;5;17;2;18
02253;Mohrenstr.;103;Altstadt/Nord;50670;10313;93;18;4;1;43;2;22
02254;Moitzfeldstr.;905;Dellbrück;51069;90519;101;19;39;1;27;2;34
03527;Moldaustr.;609;Chorweiler;50765;60903;95;16;27;17;31;16;28
02255;Mollwitzstr.;505;Weidenpesch;50737;50502;95;16;34;1;5;2;16
02256;Moltkestr.;102;Neustadt/Süd;50674;10234;94;13;3;;;4;34
02256;Moltkestr.;102;Neustadt/Süd;50674;10233;94;13;3;25;65a;40;52
02256;Moltkestr.;104;Neustadt/Nord;50674;10406;93;18;4;67;151;54;88
05196;Moltkestr. (Rodenkirchen);208;Rodenkirchen;50996;20806;94;13;14;1;11;2;12
05194;Moltkestr. (Weiden);307;Weiden;50859;30707;94;14;21;3;69;2;64
05194;Moltkestr. (Weiden);308;Lövenich;50859;30804;94;14;21;;;66;120
05194;Moltkestr. (Weiden);308;Lövenich;50859;30803;94;14;21;111;113;;
02257;Mommsenstr.;302;Sülz;50935;30231;94;14;17;1;23;2;26a
02257;Mommsenstr.;302;Sülz;50935;30232;94;14;17;25;31a;;
02257;Mommsenstr.;303;Lindenthal;50935;30301;94;14;18;33;47;28;72
02257;Mommsenstr.;303;Lindenthal;50935;30317;94;14;18;49;99;76;130
02257;Mommsenstr.;303;Lindenthal;50935;30319;94;14;18;105;125;136;168
02244;Mönchsgasse;505;Weidenpesch;50737;50509;95;16;34;1;45;22;48
05188;Mönchsgüterweg;210;Sürth;50999;21008;94;13;14;1;3;2;4
02258;Monheimer Str.;506;Longerich;50737;50601;95;16;30;1;21;2;30
03955;Monika-Plonka-Platz;504;Niehl;50735;50406;95;16;33;;;2;6
02245;Mönnigstr.;506;Longerich;50737;50609;95;16;30;1;69;2;58
02259;Monschauer Platz;304;Braunsfeld;50933;30402;94;14;19;1;9;2;14
02260;Montabaurer Weg;801;Humboldt/Gremberg;51105;80104;93;18;43;;;2;12
02261;Montanusstr.;901;Mülheim;51065;90111;101;19;36;1;15;2;6
02261;Montanusstr.;901;Mülheim;51065;90112;101;19;36;39;125;12;64
02261;Montanusstr.;901;Mülheim;51065;90113;101;19;36;;;70;76
05197;Montessoristr.;606;Pesch;50767;60606;95;16;28;15;71;2;26
03792;Moorsledestr.;905;Dellbrück;51069;90504;101;19;39;1;7;2;10
05198;Moorweg;712;Lind;51147;71204;93;17;10;1;7;4;10
02262;Moosweg;905;Dellbrück;51069;90501;101;19;39;1;27;4;26
05199;Moosweg (Heumar);808;Rath/Heumar;51107;80811;93;17;41;3;5;2;20
02263;Morbacher Str.;302;Sülz;50935;30233;94;14;17;1;69;2;64
02264;Morgengraben;908;Stammheim;51061;90805;101;19;37;1;15;2;36
02265;Morgensternstr.;809;Neubrück;51109;80902;93;18;45;1;9;2;8
02246;Mörikestr.;201;Bayenthal;50968;20107;94;13;12;1;11;2;14
05189;Mörikestr. (Junkersdorf);307;Weiden;50858;30704;94;14;20;1;45;2;36
05190;Mörikeweg;709;Grengel;51147;70901;93;17;9;1;19;2;6
05200;Moritz-von-Schwind-Str.;208;Rodenkirchen;50999;20813;94;13;14;1;9;2;14
05201;Moritz-von-Schwind-Weg;709;Grengel;51147;70902;93;17;9;3;13;2;16
02266;Morkener Str.;604;Heimersdorf;50767;60402;95;16;26;1;13;;
02266;Morkener Str.;604;Heimersdorf;50767;60401;95;16;26;;;2;22
02267;Morsdorfer Str.;303;Lindenthal;50935;30320;94;14;18;;;6;16
02267;Morsdorfer Str.;303;Lindenthal;50935;30319;94;14;18;7;17;;
02247;Mörsergasse;103;Altstadt/Nord;50667;10302;93;18;4;;;6;16
03588;Morsestr.;601;Merkenich;50769;60101;95;16;29;1;15;2;16
02248;Mörskaul;612;Worringen;50769;61202;95;16;29;5;15;2;26
02249;Mörterweg;610;Blumenberg;50765;61003;95;16;27;;;;
02249;Mörterweg;611;Roggendorf/Thenhoven;50769;61101;95;16;29;;;;
02268;Moselstr.;102;Neustadt/Süd;50674;10222;94;13;2;;;2;36
02268;Moselstr.;102;Neustadt/Süd;50674;10224;94;13;3;;;40;80
05202;Moselstr. (Ensen);703;Ensen;51149;70302;93;17;7;1;33b;2;22
05203;Moselstr. (Lövenich);308;Lövenich;50859;30805;94;14;21;1;53;2;10
05204;Moselstr. (Rodenkirchen);208;Rodenkirchen;50996;20811;94;13;14;1;45;2;38
03676;Mosenbergstr.;610;Blumenberg;50765;61003;95;16;27;1;91;2;28
02269;Moses-Heß-Str.;908;Stammheim;51061;90802;101;19;37;1;103;2;80
02270;Mottenkaul;611;Roggendorf/Thenhoven;50769;61102;95;16;29;1;27;2;24
02250;Mövenstr.;908;Stammheim;51061;90806;101;19;37;1;5;2;16
02271;Mozartstr.;102;Neustadt/Süd;50674;10231;94;13;3;1;49;2;66
05207;Mozartstr. (Eil);705;Eil;51145;70506;93;17;8;5;23;2;20a
05207;Mozartstr. (Eil);705;Eil;51145;70505;93;17;8;;;22;28
05206;Mozartstr. (Pesch);606;Pesch;50767;60606;95;16;28;1;5;2;10
05209;Mozartstr. (Rodenkirchen);208;Rodenkirchen;50999;20814;94;13;14;1;27;2;30
05208;Mozartstr. (Widdersdorf);309;Widdersdorf;50859;30904;94;14;21;1;51;2;12
02272;Mucher Str.;807;Brück;51109;80706;93;17;41;1;15;2;12
02273;Mudersbacher Str.;807;Brück;51109;80705;93;17;41;1;59;;
02273;Mudersbacher Str.;807;Brück;51109;80704;93;17;41;61;109;2;16
02274;Mühlenbach;101;Altstadt/Süd;50676;10120;94;13;6;1;59;2;42
02275;Mühlenbergstr.;612;Worringen;50769;61205;95;16;29;1;19;4;16
02276;Mühlengasse;103;Altstadt/Nord;50667;10305;93;18;4;1;25;;
05210;Mühlengasse (Sürth);210;Sürth;50999;21002;94;13;14;1;1;2;2
05211;Mühlenhecke;707;Urbach;51145;70708;93;17;9;1;23;2;14
05212;Mühlenhof;211;Godorf;50997;21101;94;13;15;11;25;;
02277;Mühlenhofsweg;905;Dellbrück;51069;90514;101;19;39;1;19;2;8
05213;Mühlenstr.;706;Porz;51143;70607;93;17;11;1;55;2a;40
02278;Mühlenweg;403;Bickendorf;50827;40301;95;15;25;;;216;216
02278;Mühlenweg;406;Ossendorf;50827;40603;95;15;24;221;221;;
02278;Mühlenweg;404;Vogelsang;50829;40406;95;15;25;;;;
05214;Mühlenweg (Porz);708;Elsdorf;51145;70801;93;17;9;;;;
05214;Mühlenweg (Porz);707;Urbach;51145;70705;93;17;9;1;17;4;14
05214;Mühlenweg (Porz);707;Urbach;51145;70708;93;17;9;23;59;18;64
05216;Mühlenweg (Rodenkirchen);208;Rodenkirchen;50996;20802;94;13;12;1;25;2;30
02279;Mühlenweiher;612;Worringen;50769;61205;95;16;29;3;35;2;18
03528;Muldeweg;609;Chorweiler;50765;60904;95;16;27;1;1d;;
02280;Mülhauser Str.;507;Bilderstöckchen;50739;50701;95;15;31;1;37;2;22
02281;Mülheimer Brücke;503;Riehl;50735;50310;95;16;33;;;;
02281;Mülheimer Brücke;901;Mülheim;51063;90104;101;19;36;;;;
02282;Mülheimer Freiheit;901;Mülheim;51063;90104;101;19;36;31;35;2;42
02282;Mülheimer Freiheit;901;Mülheim;51063;90116;101;19;36;41;135;54;152
02283;Mülheimer Hafen;901;Mülheim;51063;90102;101;19;35;;;0;
02284;Mülheimer Ring;903;Buchheim;51063;90301;101;19;35;1;15;2;94
05218;Mülheimer Str.;705;Eil;51145;70508;93;17;8;1;29;2;26
02285;Mülheimer Ufer;901;Mülheim;51063;90104;101;19;36;1;5;;
02286;Mülheimer Werft;901;Mülheim;51063;90102;101;19;35;;;;
03557;Mülheimer Zubringer;901;Mülheim;51063;90117;101;19;37;;;140;144
05217;Müller-Armack-Str.;209;Weiß;50999;20904;94;13;14;5;19;6;20
02287;Müllergasse;701;Poll;51105;70106;93;17;7;1;17;2;34a
02287;Müllergasse;701;Poll;51105;70105;93;17;7;19;27;36;48
02288;Münchener Str.;804;Höhenberg;51103;80405;93;18;44;15;35;10;32
02289;Mündelstr.;901;Mülheim;51065;90113;101;19;36;1;3;2;60
02290;Müngersdorfer Str.;507;Bilderstöckchen;50739;50706;95;15;31;75;75;;
02291;Münstereifeler Platz;302;Sülz;50937;30219;94;14;17;1;7;2;6
02292;Münstereifeler Str.;302;Sülz;50937;30220;94;14;17;1;13;14;24
02292;Münstereifeler Str.;302;Sülz;50937;30221;94;14;17;15;39;;
02292;Münstereifeler Str.;302;Sülz;50937;30220;94;14;17;41;43;;
02292;Münstereifeler Str.;302;Sülz;50937;30219;94;14;17;47;55;26;30
02292;Münstereifeler Str.;302;Sülz;50937;30218;94;14;17;57;95;46;68
02293;Münsterer Str.;901;Mülheim;51063;90118;101;19;37;1;55;2;54
02294;Münzstr.;901;Mülheim;51063;90104;101;19;36;;;2;6
02295;Murgweg;906;Höhenhaus;51061;90603;101;19;38;1;31;2;28
05866;Mürlenbacher Weg;212;Immendorf;50997;21202;94;13;15;1;39;2;56
02296;Musäusstr.;904;Holweide;51067;90403;101;19;40;1;3;4;12a
02297;Mutzerather Weg;604;Heimersdorf;50767;60402;95;16;26;1;27;2;32
02298;Myliusstr.;402;Neuehrenfeld;50823;40201;95;15;22;1;35;24;28
05220;Nachtigallenstr.;711;Wahn;51147;71103;93;17;10;1;23;2a;2a
05220;Nachtigallenstr.;711;Wahn;51147;71104;93;17;10;;;2;2
05220;Nachtigallenstr.;711;Wahn;51147;71104;93;17;10;;;4;40
05220;Nachtigallenstr.;710;Wahnheide;51147;71002;93;17;10;51;57;56;82
02299;Nachtigallenweg;404;Vogelsang;50829;40401;95;15;25;1;31;2;32
05219;Nachtigallenweg (Godorf);211;Godorf;50997;21102;94;13;15;1;31;4;14
02301;Nägelistr.;501;Nippes;50733;50124;95;15;33;1;19;2;20
02302;Nagelschmiedgasse;403;Bickendorf;50827;40310;95;15;24;1;21;;
02302;Nagelschmiedgasse;403;Bickendorf;50827;40311;95;15;24;;;2;26
05222;Nagelschmiedshütte;308;Lövenich;50859;30803;94;14;21;5;15;2;18
05223;Nahestr.;308;Lövenich;50859;30805;94;14;21;1;5;2;4
02303;Naheweg;906;Höhenhaus;51061;90603;101;19;38;1;3;2;6
01729;Namibiastr.;501;Nippes;50733;50115;95;15;32;21;29;2;38
02304;Narzissenweg;906;Höhenhaus;51061;90612;101;19;38;1;1;;
02304;Narzissenweg;906;Höhenhaus;51061;90613;101;19;38;13;13;2;36
05224;Narzissenweg (Sürth);210;Sürth;50999;21009;94;13;14;1;9;2;10
02305;Nassaustr.;801;Humboldt/Gremberg;51105;80101;93;18;42;13;27;10;30
02305;Nassaustr.;801;Humboldt/Gremberg;51105;80105;93;18;43;29;95;34;96
02306;Nassestr.;301;Klettenberg;50939;30102;94;14;16;;;2;36
02307;Nathan-Kahn-Str.;908;Stammheim;51061;90802;101;19;37;5;19;2;18
03456;Nattermannallee;405;Bocklemünd/Mengenich;50829;40501;95;15;25;1;1;;
02308;Nauheimer Str.;205;Zollstock;50969;20506;94;13;13;;;2;28
02308;Nauheimer Str.;205;Zollstock;50969;20505;94;13;13;5;15;;
02309;Naumannstr.;503;Riehl;50735;50306;95;16;33;1;11;2;22
02310;Naumburger Str.;804;Höhenberg;51103;80404;93;18;44;1;5;2;6
02311;Neanderweg;906;Höhenhaus;51061;90602;101;19;38;1;15;2;16
05226;Neckarstr. (Lövenich);308;Lövenich;50859;30805;94;14;21;1;15;2;28
05225;Neckarstr. (Westhoven);702;Westhoven;51149;70201;93;17;7;3;49;2b;88
02312;Neckarweg;906;Höhenhaus;51061;90603;101;19;38;1;43;2;48
02313;Neheimer Weg;806;Merheim;51109;80606;93;17;44;1;1;;
03529;Neißestr.;609;Chorweiler;50765;60904;95;16;27;1;9;2;20
02314;Nelkenstr.;501;Nippes;50733;50119;95;15;32;3;19;14;18
05227;Nelkenweg (Pesch);606;Pesch;50767;60601;95;16;28;1;13;2;14
05228;Nelkenweg (Zündorf);714;Zündorf;51143;71405;93;17;11;1;17;;
05821;Nemeterstr.;208;Rodenkirchen;50996;20802;94;13;12;1;87;2;46
02315;Neptunplatz;401;Ehrenfeld;50823;40106;95;15;22;1;21;6a;6c
02316;Neptunstr.;401;Ehrenfeld;50823;40106;95;15;22;23;37;;
02317;Nerthusstr.;808;Rath/Heumar;51107;80801;93;17;41;1;7;2;8
04401;Nerzweg;308;Lövenich;50859;30808;94;14;21;1;25;2;22
02318;Nesselrodestr.;504;Niehl;50735;50412;95;16;34;1;13b;6;36
02318;Nesselrodestr.;504;Niehl;50735;50411;95;16;34;15;59;;
