Straße	HnrVon	AlphateilVon	ZusatzVon	HnrBis	AlphateilBis	ZusatzBis	alle/ger/ung	Wahlbezirk - Nr	Wahlbezirk - Name	WahlraumZeile1	WahlraumZeile2	WahlraumZeile3	Wahlraum barrierefrei
Großbeerenstr	67			89			U	5309	Babelsberg Süd - Walter-Klausch-Str.	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Heinrich-von-Kleist-Str	14			34			G	5309	Babelsberg Süd - Walter-Klausch-Str.	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Heinrich-von-Kleist-Str	19			41			U	5309	Babelsberg Süd - Walter-Klausch-Str.	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Horstweg	8			10			G	5309	Babelsberg Süd - Walter-Klausch-Str.	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Jacques-Russ-Str	alle							5309	Babelsberg Süd - Walter-Klausch-Str.	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Lotte-Laserstein-Str	alle							5309	Babelsberg Süd - Walter-Klausch-Str.	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Rudolf-Moos-Str	alle							5309	Babelsberg Süd - Walter-Klausch-Str.	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Walter-Klausch-Str	alle							5309	Babelsberg Süd - Walter-Klausch-Str.	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Alter Tornow	alle							6101	Templiner Vorstadt, Forst Potsdam Süd	Cafe Zum 04-er	Templiner Str. 24		ja
Am Uferpark	alle							6101	Templiner Vorstadt, Forst Potsdam Süd	Cafe Zum 04-er	Templiner Str. 24		ja
An der Fährwiese	alle							6101	Templiner Vorstadt, Forst Potsdam Süd	Cafe Zum 04-er	Templiner Str. 24		ja
An der Vorderkappe	alle							6101	Templiner Vorstadt, Forst Potsdam Süd	Cafe Zum 04-er	Templiner Str. 24		ja
Brauhausberg	20			21			alle	6101	Templiner Vorstadt, Forst Potsdam Süd	Cafe Zum 04-er	Templiner Str. 24		ja
Finkenweg	5			9			alle	6101	Templiner Vorstadt, Forst Potsdam Süd	Cafe Zum 04-er	Templiner Str. 24		ja
GA Alter Tornow	alle							6101	Templiner Vorstadt, Forst Potsdam Süd	Cafe Zum 04-er	Templiner Str. 24		ja
GA Sternschanze	alle							6101	Templiner Vorstadt, Forst Potsdam Süd	Cafe Zum 04-er	Templiner Str. 24		ja
GA Waldwiese	alle							6101	Templiner Vorstadt, Forst Potsdam Süd	Cafe Zum 04-er	Templiner Str. 24		ja
Heinrich-Mann-Allee	94						alle	6101	Templiner Vorstadt, Forst Potsdam Süd	Cafe Zum 04-er	Templiner Str. 24		ja
Hermannswerder	alle							6101	Templiner Vorstadt, Forst Potsdam Süd	Cafe Zum 04-er	Templiner Str. 24		ja
Inselweg	alle							6101	Templiner Vorstadt, Forst Potsdam Süd	Cafe Zum 04-er	Templiner Str. 24		ja
Küsselstr	alle							6101	Templiner Vorstadt, Forst Potsdam Süd	Cafe Zum 04-er	Templiner Str. 24		ja
Leipziger Str	14			47			alle	6101	Templiner Vorstadt, Forst Potsdam Süd	Cafe Zum 04-er	Templiner Str. 24		ja
Leiterstr	alle							6101	Templiner Vorstadt, Forst Potsdam Süd	Cafe Zum 04-er	Templiner Str. 24		ja
Luisenhof	alle							6101	Templiner Vorstadt, Forst Potsdam Süd	Cafe Zum 04-er	Templiner Str. 24		ja
Michendorfer Chaussee	1			5			alle	6101	Templiner Vorstadt, Forst Potsdam Süd	Cafe Zum 04-er	Templiner Str. 24		ja
Michendorfer Chaussee	8			115	A		alle	6101	Templiner Vorstadt, Forst Potsdam Süd	Cafe Zum 04-er	Templiner Str. 24		ja
Paetowstr	alle							6101	Templiner Vorstadt, Forst Potsdam Süd	Cafe Zum 04-er	Templiner Str. 24		ja
Templiner Str	alle							6101	Templiner Vorstadt, Forst Potsdam Süd	Cafe Zum 04-er	Templiner Str. 24		ja
Tornowstr	alle							6101	Templiner Vorstadt, Forst Potsdam Süd	Cafe Zum 04-er	Templiner Str. 24		ja
Ulrich-von-Hutten-Str	alle							6101	Templiner Vorstadt, Forst Potsdam Süd	Cafe Zum 04-er	Templiner Str. 24		ja
Alte Gärtnerei	1			17			U	6201	Teltower Vorstadt - Kolonie Daheim	Märkische Verlags- und	Druckgesellschaft GmbH	F.-Engels-Str. 24,	ja
An den Kopfweiden	alle							6201	Teltower Vorstadt - Kolonie Daheim	Märkische Verlags- und	Druckgesellschaft GmbH	F.-Engels-Str. 24,	ja
Bergholzer Str	alle							6201	Teltower Vorstadt - Kolonie Daheim	Märkische Verlags- und	Druckgesellschaft GmbH	F.-Engels-Str. 24,	ja
Birkengrund	alle							6201	Teltower Vorstadt - Kolonie Daheim	Märkische Verlags- und	Druckgesellschaft GmbH	F.-Engels-Str. 24,	ja
Friedhofsgasse	2			6			G	6201	Teltower Vorstadt - Kolonie Daheim	Märkische Verlags- und	Druckgesellschaft GmbH	F.-Engels-Str. 24,	ja
Friedrich-Engels-Str	17			23			alle	6201	Teltower Vorstadt - Kolonie Daheim	Märkische Verlags- und	Druckgesellschaft GmbH	F.-Engels-Str. 24,	ja
GA Oberförsterwiese	alle							6201	Teltower Vorstadt - Kolonie Daheim	Märkische Verlags- und	Druckgesellschaft GmbH	F.-Engels-Str. 24,	ja
Heinrich-Mann-Allee	106	A					alle	6201	Teltower Vorstadt - Kolonie Daheim	Märkische Verlags- und	Druckgesellschaft GmbH	F.-Engels-Str. 24,	ja
Horstweg	96						alle	6201	Teltower Vorstadt - Kolonie Daheim	Märkische Verlags- und	Druckgesellschaft GmbH	F.-Engels-Str. 24,	ja
Kolonie Daheim	alle							6201	Teltower Vorstadt - Kolonie Daheim	Märkische Verlags- und	Druckgesellschaft GmbH	F.-Engels-Str. 24,	ja
Kurze Str	alle							6201	Teltower Vorstadt - Kolonie Daheim	Märkische Verlags- und	Druckgesellschaft GmbH	F.-Engels-Str. 24,	ja
Nuthewinkel	1			6			alle	6201	Teltower Vorstadt - Kolonie Daheim	Märkische Verlags- und	Druckgesellschaft GmbH	F.-Engels-Str. 24,	ja
Schlaatzstr	alle							6201	Teltower Vorstadt - Kolonie Daheim	Märkische Verlags- und	Druckgesellschaft GmbH	F.-Engels-Str. 24,	ja
Schlaatzweg	alle							6201	Teltower Vorstadt - Kolonie Daheim	Märkische Verlags- und	Druckgesellschaft GmbH	F.-Engels-Str. 24,	ja
Albert-Einstein-Str	26	A		36	A		G	6202	Teltower Vorstadt - Kunersdorfer Str.	Humboldt-Gymnasium (1)	Heinrich-Mann-Allee 103		ja
Albert-Einstein-Str	49						alle	6202	Teltower Vorstadt - Kunersdorfer Str.	Humboldt-Gymnasium (1)	Heinrich-Mann-Allee 103		ja
Alte Gärtnerei	2			18			G	6202	Teltower Vorstadt - Kunersdorfer Str.	Humboldt-Gymnasium (1)	Heinrich-Mann-Allee 103		ja
Am Brunnen	alle							6202	Teltower Vorstadt - Kunersdorfer Str.	Humboldt-Gymnasium (1)	Heinrich-Mann-Allee 103		ja
Drevesstr	1			27			alle	6202	Teltower Vorstadt - Kunersdorfer Str.	Humboldt-Gymnasium (1)	Heinrich-Mann-Allee 103		ja
Drevesstr	40			64			alle	6202	Teltower Vorstadt - Kunersdorfer Str.	Humboldt-Gymnasium (1)	Heinrich-Mann-Allee 103		ja
Heinrich-Mann-Allee	26			57			alle	6202	Teltower Vorstadt - Kunersdorfer Str.	Humboldt-Gymnasium (1)	Heinrich-Mann-Allee 103		ja
Heinrich-Mann-Allee	103			104			alle	6202	Teltower Vorstadt - Kunersdorfer Str.	Humboldt-Gymnasium (1)	Heinrich-Mann-Allee 103		ja
Horstweg	105			109			alle	6202	Teltower Vorstadt - Kunersdorfer Str.	Humboldt-Gymnasium (1)	Heinrich-Mann-Allee 103		ja
Kunersdorfer Str	1			25			alle	6202	Teltower Vorstadt - Kunersdorfer Str.	Humboldt-Gymnasium (1)	Heinrich-Mann-Allee 103		ja
Nuthewinkel	14			14	B		alle	6202	Teltower Vorstadt - Kunersdorfer Str.	Humboldt-Gymnasium (1)	Heinrich-Mann-Allee 103		ja
Telegrafenberg	alle							6202	Teltower Vorstadt - Kunersdorfer Str.	Humboldt-Gymnasium (1)	Heinrich-Mann-Allee 103		ja
Am Försteracker	alle							6203	Teltower Vorstadt - Siedlung Eigenheim	Internationale Grundschule	Ravensbergweg 30	nicht barrierefrei	nein
Am Plantagenhaus	alle							6203	Teltower Vorstadt - Siedlung Eigenheim	Internationale Grundschule	Ravensbergweg 30	nicht barrierefrei	nein
Am Wald	alle							6203	Teltower Vorstadt - Siedlung Eigenheim	Internationale Grundschule	Ravensbergweg 30	nicht barrierefrei	nein
Damaschkeweg	alle							6203	Teltower Vorstadt - Siedlung Eigenheim	Internationale Grundschule	Ravensbergweg 30	nicht barrierefrei	nein
Drevesstr	28			39			alle	6203	Teltower Vorstadt - Siedlung Eigenheim	Internationale Grundschule	Ravensbergweg 30	nicht barrierefrei	nein
Hasensprung	alle							6203	Teltower Vorstadt - Siedlung Eigenheim	Internationale Grundschule	Ravensbergweg 30	nicht barrierefrei	nein
Hegemeisterweg	alle							6203	Teltower Vorstadt - Siedlung Eigenheim	Internationale Grundschule	Ravensbergweg 30	nicht barrierefrei	nein
Heidereiterweg	alle							6203	Teltower Vorstadt - Siedlung Eigenheim	Internationale Grundschule	Ravensbergweg 30	nicht barrierefrei	nein
Heimrode	alle							6203	Teltower Vorstadt - Siedlung Eigenheim	Internationale Grundschule	Ravensbergweg 30	nicht barrierefrei	nein
Heinrich-Mann-Allee	58			93			alle	6203	Teltower Vorstadt - Siedlung Eigenheim	Internationale Grundschule	Ravensbergweg 30	nicht barrierefrei	nein
Kottmeierstr	alle							6203	Teltower Vorstadt - Siedlung Eigenheim	Internationale Grundschule	Ravensbergweg 30	nicht barrierefrei	nein
Kunersdorfer Str	26			38			alle	6203	Teltower Vorstadt - Siedlung Eigenheim	Internationale Grundschule	Ravensbergweg 30	nicht barrierefrei	nein
Ravensberggestell	alle							6203	Teltower Vorstadt - Siedlung Eigenheim	Internationale Grundschule	Ravensbergweg 30	nicht barrierefrei	nein
Ravensbergweg	alle							6203	Teltower Vorstadt - Siedlung Eigenheim	Internationale Grundschule	Ravensbergweg 30	nicht barrierefrei	nein
Vogelsang	alle							6203	Teltower Vorstadt - Siedlung Eigenheim	Internationale Grundschule	Ravensbergweg 30	nicht barrierefrei	nein
Waldstr	alle							6203	Teltower Vorstadt - Siedlung Eigenheim	Internationale Grundschule	Ravensbergweg 30	nicht barrierefrei	nein
An der Alten Zauche	30			50			G	6301	Schlaatz - Sperberhorst	Gesamtschule Am Schilfhof (49)	Schilfhof 23/25		ja
An der Alten Zauche	45						alle	6301	Schlaatz - Sperberhorst	Gesamtschule Am Schilfhof (49)	Schilfhof 23/25		ja
Falkenhorst	1			17			U	6301	Schlaatz - Sperberhorst	Gesamtschule Am Schilfhof (49)	Schilfhof 23/25		ja
Falkenhorst	2			12			G	6301	Schlaatz - Sperberhorst	Gesamtschule Am Schilfhof (49)	Schilfhof 23/25		ja
Habichthorst	2			14			G	6301	Schlaatz - Sperberhorst	Gesamtschule Am Schilfhof (49)	Schilfhof 23/25		ja
Milanhorst	1			7			U	6301	Schlaatz - Sperberhorst	Gesamtschule Am Schilfhof (49)	Schilfhof 23/25		ja
Sperberhorst	alle							6301	Schlaatz - Sperberhorst	Gesamtschule Am Schilfhof (49)	Schilfhof 23/25		ja
An der Alten Zauche	24			28			G	6302	Schlaatz - Milanhorst	Gesamtschule Am Schilfhof (49)	Schilfhof 23/25		ja
Falkenhorst	14			38			G	6302	Schlaatz - Milanhorst	Gesamtschule Am Schilfhof (49)	Schilfhof 23/25		ja
Habichthorst	1			13			U	6302	Schlaatz - Milanhorst	Gesamtschule Am Schilfhof (49)	Schilfhof 23/25		ja
Milanhorst	2			24			G	6302	Schlaatz - Milanhorst	Gesamtschule Am Schilfhof (49)	Schilfhof 23/25		ja
Milanhorst	11			39			U	6302	Schlaatz - Milanhorst	Gesamtschule Am Schilfhof (49)	Schilfhof 23/25		ja
Schilfhof	1			23			U	6302	Schlaatz - Milanhorst	Gesamtschule Am Schilfhof (49)	Schilfhof 23/25		ja
Erlenhof	1			55			U	6303	Schlaatz - Erlenhof	Gesamtschule Am Schilfhof (49)	Schilfhof 23/25		ja
Erlenhof	24			30			G	6303	Schlaatz - Erlenhof	Gesamtschule Am Schilfhof (49)	Schilfhof 23/25		ja
Magnus-Zeller-Platz	2			6			G	6303	Schlaatz - Erlenhof	Gesamtschule Am Schilfhof (49)	Schilfhof 23/25		ja
Schilfhof	18			24			G	6303	Schlaatz - Erlenhof	Gesamtschule Am Schilfhof (49)	Schilfhof 23/25		ja
Weidenhof	alle							6303	Schlaatz - Erlenhof	Gesamtschule Am Schilfhof (49)	Schilfhof 23/25		ja
An der Alten Zauche	2			22			G	6304	Schlaatz - H.-Muthesius-Str./Binsenhof	Schule am Nuthetal (10/30)	An der Alten Zauche 2c	nicht barrierefrei	nein
Binsenhof	alle							6304	Schlaatz - H.-Muthesius-Str./Binsenhof	Schule am Nuthetal (10/30)	An der Alten Zauche 2c	nicht barrierefrei	nein
Drewitzer Str	1			2	A		alle	6304	Schlaatz - H.-Muthesius-Str./Binsenhof	Schule am Nuthetal (10/30)	An der Alten Zauche 2c	nicht barrierefrei	nein
Heinrich-Mann-Allee	120	A		120	B		alle	6304	Schlaatz - H.-Muthesius-Str./Binsenhof	Schule am Nuthetal (10/30)	An der Alten Zauche 2c	nicht barrierefrei	nein
Hermann-Muthesius-Str	alle							6304	Schlaatz - H.-Muthesius-Str./Binsenhof	Schule am Nuthetal (10/30)	An der Alten Zauche 2c	nicht barrierefrei	nein
Horstweg	94						alle	6304	Schlaatz - H.-Muthesius-Str./Binsenhof	Schule am Nuthetal (10/30)	An der Alten Zauche 2c	nicht barrierefrei	nein
Horstweg	98						alle	6304	Schlaatz - H.-Muthesius-Str./Binsenhof	Schule am Nuthetal (10/30)	An der Alten Zauche 2c	nicht barrierefrei	nein
Julius-Posener-Str	alle							6304	Schlaatz - H.-Muthesius-Str./Binsenhof	Schule am Nuthetal (10/30)	An der Alten Zauche 2c	nicht barrierefrei	nein
Magnus-Zeller-Platz	1			3			U	6304	Schlaatz - H.-Muthesius-Str./Binsenhof	Schule am Nuthetal (10/30)	An der Alten Zauche 2c	nicht barrierefrei	nein
Schilfhof	2			16			G	6304	Schlaatz - H.-Muthesius-Str./Binsenhof	Schule am Nuthetal (10/30)	An der Alten Zauche 2c	nicht barrierefrei	nein
Bisamkiez	13			45			U	6305	Schlaatz - Inselhof/Bisamkiez	Bürgerhaus am Schlaatz	Schilfhof 28		ja
Bisamkiez	34			36			G	6305	Schlaatz - Inselhof/Bisamkiez	Bürgerhaus am Schlaatz	Schilfhof 28		ja
Erlenhof	10			22			G	6305	Schlaatz - Inselhof/Bisamkiez	Bürgerhaus am Schlaatz	Schilfhof 28		ja
Inselhof	alle							6305	Schlaatz - Inselhof/Bisamkiez	Bürgerhaus am Schlaatz	Schilfhof 28		ja
Otterkiez	23			43			U	6305	Schlaatz - Inselhof/Bisamkiez	Bürgerhaus am Schlaatz	Schilfhof 28		ja
Schilfhof	29						alle	6305	Schlaatz - Inselhof/Bisamkiez	Bürgerhaus am Schlaatz	Schilfhof 28		ja
Am Nuthetal	10			24			alle	6306	Schlaatz - Wiesenhof/Bisamkiez	Schulen und Wohnheim mit	sonderpäd. Förderschwerpunkt	Bisamkiez 107-111,	ja
Biberkiez	alle							6306	Schlaatz - Wiesenhof/Bisamkiez	Schulen und Wohnheim mit	sonderpäd. Förderschwerpunkt	Bisamkiez 107-111,	ja
Bisamkiez	1			11			U	6306	Schlaatz - Wiesenhof/Bisamkiez	Schulen und Wohnheim mit	sonderpäd. Förderschwerpunkt	Bisamkiez 107-111,	ja
Bisamkiez	107						alle	6306	Schlaatz - Wiesenhof/Bisamkiez	Schulen und Wohnheim mit	sonderpäd. Förderschwerpunkt	Bisamkiez 107-111,	ja
Erlenhof	2			8			G	6306	Schlaatz - Wiesenhof/Bisamkiez	Schulen und Wohnheim mit	sonderpäd. Förderschwerpunkt	Bisamkiez 107-111,	ja
Pappelhof	alle							6306	Schlaatz - Wiesenhof/Bisamkiez	Schulen und Wohnheim mit	sonderpäd. Förderschwerpunkt	Bisamkiez 107-111,	ja
Wiesenhof	alle							6306	Schlaatz - Wiesenhof/Bisamkiez	Schulen und Wohnheim mit	sonderpäd. Förderschwerpunkt	Bisamkiez 107-111,	ja
Am Nuthetal	2			8			G	6307	Schlaatz - Wieselkiez	Kindertagesstätte Kinderland	Bisamkiez 101		ja
Bisamkiez	2			24			G	6307	Schlaatz - Wieselkiez	Kindertagesstätte Kinderland	Bisamkiez 101		ja
Otterkiez	1			21			U	6307	Schlaatz - Wieselkiez	Kindertagesstätte Kinderland	Bisamkiez 101		ja
Otterkiez	2			26			G	6307	Schlaatz - Wieselkiez	Kindertagesstätte Kinderland	Bisamkiez 101		ja
Wieselkiez	alle							6307	Schlaatz - Wieselkiez	Kindertagesstätte Kinderland	Bisamkiez 101		ja
Am Fenn	alle							6401	Waldstadt I - Käthe-Kollwitz-Str.	Schulen und Wohnheim mit	sonderpäd. Förderschwerpunkt	Bisamkiez 107-111,	ja
Am Stadtrand	1			23			U	6401	Waldstadt I - Käthe-Kollwitz-Str.	Schulen und Wohnheim mit	sonderpäd. Förderschwerpunkt	Bisamkiez 107-111,	ja
Am Stadtrand	4			24			G	6401	Waldstadt I - Käthe-Kollwitz-Str.	Schulen und Wohnheim mit	sonderpäd. Förderschwerpunkt	Bisamkiez 107-111,	ja
Drewitzer Str	3			22			alle	6401	Waldstadt I - Käthe-Kollwitz-Str.	Schulen und Wohnheim mit	sonderpäd. Förderschwerpunkt	Bisamkiez 107-111,	ja
GA Nuthestrand 2	alle							6401	Waldstadt I - Käthe-Kollwitz-Str.	Schulen und Wohnheim mit	sonderpäd. Förderschwerpunkt	Bisamkiez 107-111,	ja
Käthe-Kollwitz-Str	alle							6401	Waldstadt I - Käthe-Kollwitz-Str.	Schulen und Wohnheim mit	sonderpäd. Förderschwerpunkt	Bisamkiez 107-111,	ja
Käuzchenweg	alle							6401	Waldstadt I - Käthe-Kollwitz-Str.	Schulen und Wohnheim mit	sonderpäd. Förderschwerpunkt	Bisamkiez 107-111,	ja
Lisdorf	alle							6401	Waldstadt I - Käthe-Kollwitz-Str.	Schulen und Wohnheim mit	sonderpäd. Förderschwerpunkt	Bisamkiez 107-111,	ja
Meisenweg	3			13			alle	6401	Waldstadt I - Käthe-Kollwitz-Str.	Schulen und Wohnheim mit	sonderpäd. Förderschwerpunkt	Bisamkiez 107-111,	ja
Tiroler Damm	alle							6401	Waldstadt I - Käthe-Kollwitz-Str.	Schulen und Wohnheim mit	sonderpäd. Förderschwerpunkt	Bisamkiez 107-111,	ja
Unter den Eichen	1			50			alle	6401	Waldstadt I - Käthe-Kollwitz-Str.	Schulen und Wohnheim mit	sonderpäd. Förderschwerpunkt	Bisamkiez 107-111,	ja
Zur Nuthe	alle							6401	Waldstadt I - Käthe-Kollwitz-Str.	Schulen und Wohnheim mit	sonderpäd. Förderschwerpunkt	Bisamkiez 107-111,	ja
Am Buchhorst	alle							6402	Waldstadt I -Am Stadtrand/Industriegel.	Waldorfschule Potsdam e. V.	Erich-Weinert-Str. 5		ja
Am Bürohochhaus	alle							6402	Waldstadt I -Am Stadtrand/Industriegel.	Waldorfschule Potsdam e. V.	Erich-Weinert-Str. 5		ja
Am Stadtrand	2						alle	6402	Waldstadt I -Am Stadtrand/Industriegel.	Waldorfschule Potsdam e. V.	Erich-Weinert-Str. 5		ja
Am Stadtrand	25			60			alle	6402	Waldstadt I -Am Stadtrand/Industriegel.	Waldorfschule Potsdam e. V.	Erich-Weinert-Str. 5		ja
An der Brauerei	alle							6402	Waldstadt I -Am Stadtrand/Industriegel.	Waldorfschule Potsdam e. V.	Erich-Weinert-Str. 5		ja
Drewitzer Str	38						alle	6402	Waldstadt I -Am Stadtrand/Industriegel.	Waldorfschule Potsdam e. V.	Erich-Weinert-Str. 5		ja
Drewitzer Str	43			51			alle	6402	Waldstadt I -Am Stadtrand/Industriegel.	Waldorfschule Potsdam e. V.	Erich-Weinert-Str. 5		ja
Erich-Weinert-Str	9			54			alle	6402	Waldstadt I -Am Stadtrand/Industriegel.	Waldorfschule Potsdam e. V.	Erich-Weinert-Str. 5		ja
Handelshof	alle							6402	Waldstadt I -Am Stadtrand/Industriegel.	Waldorfschule Potsdam e. V.	Erich-Weinert-Str. 5		ja
Meisenweg	1						alle	6402	Waldstadt I -Am Stadtrand/Industriegel.	Waldorfschule Potsdam e. V.	Erich-Weinert-Str. 5		ja
Möbelhof	alle							6402	Waldstadt I -Am Stadtrand/Industriegel.	Waldorfschule Potsdam e. V.	Erich-Weinert-Str. 5		ja
Nuthedamm	1	A		1	B		alle	6402	Waldstadt I -Am Stadtrand/Industriegel.	Waldorfschule Potsdam e. V.	Erich-Weinert-Str. 5		ja
Nuthedamm	31			33			alle	6402	Waldstadt I -Am Stadtrand/Industriegel.	Waldorfschule Potsdam e. V.	Erich-Weinert-Str. 5		ja
Verkehrshof	alle							6402	Waldstadt I -Am Stadtrand/Industriegel.	Waldorfschule Potsdam e. V.	Erich-Weinert-Str. 5		ja
Zum Heizwerk	alle							6402	Waldstadt I -Am Stadtrand/Industriegel.	Waldorfschule Potsdam e. V.	Erich-Weinert-Str. 5		ja
Bernhard-Kellermann-Str	alle							6403	Waldstadt I - Bernhard-Kellermann-Str.	Waldstadt-Grundschule (27)	Friedrich-Wolf-Str. 12	nicht barrierefrei	nein
Eduard-Claudius-Str	alle							6403	Waldstadt I - Bernhard-Kellermann-Str.	Waldstadt-Grundschule (27)	Friedrich-Wolf-Str. 12	nicht barrierefrei	nein
Erich-Weinert-Str	1	A					alle	6403	Waldstadt I - Bernhard-Kellermann-Str.	Waldstadt-Grundschule (27)	Friedrich-Wolf-Str. 12	nicht barrierefrei	nein
Friedrich-Wolf-Str	11	A					alle	6403	Waldstadt I - Bernhard-Kellermann-Str.	Waldstadt-Grundschule (27)	Friedrich-Wolf-Str. 12	nicht barrierefrei	nein
Johannes-R.-Becher-Str	1			28			alle	6403	Waldstadt I - Bernhard-Kellermann-Str.	Waldstadt-Grundschule (27)	Friedrich-Wolf-Str. 12	nicht barrierefrei	nein
Johannes-R.-Becher-Str	54			77			alle	6403	Waldstadt I - Bernhard-Kellermann-Str.	Waldstadt-Grundschule (27)	Friedrich-Wolf-Str. 12	nicht barrierefrei	nein
Kuckucksruf	alle							6403	Waldstadt I - Bernhard-Kellermann-Str.	Waldstadt-Grundschule (27)	Friedrich-Wolf-Str. 12	nicht barrierefrei	nein
Bertolt-Brecht-Str	alle							6404	Waldstadt I - Bertolt-Brecht-Str.	Waldstadt-Grundschule (27)	Friedrich-Wolf-Str. 12	nicht barrierefrei	nein
Brunnenallee	alle							6404	Waldstadt I - Bertolt-Brecht-Str.	Waldstadt-Grundschule (27)	Friedrich-Wolf-Str. 12	nicht barrierefrei	nein
Drewitzer Str	23			39	A		U	6404	Waldstadt I - Bertolt-Brecht-Str.	Waldstadt-Grundschule (27)	Friedrich-Wolf-Str. 12	nicht barrierefrei	nein
Drewitzer Str	24			36			G	6404	Waldstadt I - Bertolt-Brecht-Str.	Waldstadt-Grundschule (27)	Friedrich-Wolf-Str. 12	nicht barrierefrei	nein
Drewitzer Str	40			40	A		G	6404	Waldstadt I - Bertolt-Brecht-Str.	Waldstadt-Grundschule (27)	Friedrich-Wolf-Str. 12	nicht barrierefrei	nein
Erich-Weinert-Str	1						alle	6404	Waldstadt I - Bertolt-Brecht-Str.	Waldstadt-Grundschule (27)	Friedrich-Wolf-Str. 12	nicht barrierefrei	nein
Erich-Weinert-Str	2			4			alle	6404	Waldstadt I - Bertolt-Brecht-Str.	Waldstadt-Grundschule (27)	Friedrich-Wolf-Str. 12	nicht barrierefrei	nein
Erich-Weinert-Str	56			100			alle	6404	Waldstadt I - Bertolt-Brecht-Str.	Waldstadt-Grundschule (27)	Friedrich-Wolf-Str. 12	nicht barrierefrei	nein
Friedrich-Wolf-Str	1			8			alle	6404	Waldstadt I - Bertolt-Brecht-Str.	Waldstadt-Grundschule (27)	Friedrich-Wolf-Str. 12	nicht barrierefrei	nein
Johannes-R.-Becher-Str	29			53			alle	6404	Waldstadt I - Bertolt-Brecht-Str.	Waldstadt-Grundschule (27)	Friedrich-Wolf-Str. 12	nicht barrierefrei	nein
Sophie-Alberti-Str	alle							6404	Waldstadt I - Bertolt-Brecht-Str.	Waldstadt-Grundschule (27)	Friedrich-Wolf-Str. 12	nicht barrierefrei	nein
Kiefernring	10			38			G	6501	Waldstadt II - Zum Kahleberg	Oberstufenzentrum II	Wirtschaft und Verwaltung	Zum Jagenstein 26,	ja
Saarmunder Str	2			4	E		G	6501	Waldstadt II - Zum Kahleberg	Oberstufenzentrum II	Wirtschaft und Verwaltung	Zum Jagenstein 26,	ja
Zum Jagenstein	1	A		3			U	6501	Waldstadt II - Zum Kahleberg	Oberstufenzentrum II	Wirtschaft und Verwaltung	Zum Jagenstein 26,	ja
Zum Jagenstein	2			8			G	6501	Waldstadt II - Zum Kahleberg	Oberstufenzentrum II	Wirtschaft und Verwaltung	Zum Jagenstein 26,	ja
Zum Kahleberg	2			26			G	6501	Waldstadt II - Zum Kahleberg	Oberstufenzentrum II	Wirtschaft und Verwaltung	Zum Jagenstein 26,	ja
Zum Kahleberg	25			99			U	6501	Waldstadt II - Zum Kahleberg	Oberstufenzentrum II	Wirtschaft und Verwaltung	Zum Jagenstein 26,	ja
Ginsterweg	alle							6502	Waldstadt II - Ginsterweg	Oberstufenzentrum II	Wirtschaft und Verwaltung	Zum Jagenstein 26,	ja
Saarmunder Str	6			32			G	6502	Waldstadt II - Ginsterweg	Oberstufenzentrum II	Wirtschaft und Verwaltung	Zum Jagenstein 26,	ja
