Straße	HnrVon	AlphateilVon	ZusatzVon	HnrBis	AlphateilBis	ZusatzBis	alle/ger/ung	Wahlbezirk - Nr	Wahlbezirk - Name	WahlraumZeile1	WahlraumZeile2	WahlraumZeile3	Wahlraum barrierefrei
Alt Nowawes	41			89			U	5205	Babelsberg Nord - Weberplatz/Alt Nowawes	Grundschule Bruno H. Bürgel (16)	Karl-Liebknecht-Str. 29	nicht barrierefrei	nein
Garnstr	23			37			alle	5205	Babelsberg Nord - Weberplatz/Alt Nowawes	Grundschule Bruno H. Bürgel (16)	Karl-Liebknecht-Str. 29	nicht barrierefrei	nein
Karl-Gruhl-Str	1			16			alle	5205	Babelsberg Nord - Weberplatz/Alt Nowawes	Grundschule Bruno H. Bürgel (16)	Karl-Liebknecht-Str. 29	nicht barrierefrei	nein
Karl-Liebknecht-Str	11			38			alle	5205	Babelsberg Nord - Weberplatz/Alt Nowawes	Grundschule Bruno H. Bürgel (16)	Karl-Liebknecht-Str. 29	nicht barrierefrei	nein
Karl-Liebknecht-Str	100			126			alle	5205	Babelsberg Nord - Weberplatz/Alt Nowawes	Grundschule Bruno H. Bürgel (16)	Karl-Liebknecht-Str. 29	nicht barrierefrei	nein
Kreuzstr	8			15			alle	5205	Babelsberg Nord - Weberplatz/Alt Nowawes	Grundschule Bruno H. Bürgel (16)	Karl-Liebknecht-Str. 29	nicht barrierefrei	nein
Lutherstr	alle							5205	Babelsberg Nord - Weberplatz/Alt Nowawes	Grundschule Bruno H. Bürgel (16)	Karl-Liebknecht-Str. 29	nicht barrierefrei	nein
Schornsteinfegergasse	6			12			alle	5205	Babelsberg Nord - Weberplatz/Alt Nowawes	Grundschule Bruno H. Bürgel (16)	Karl-Liebknecht-Str. 29	nicht barrierefrei	nein
Spindelstr	5	A		12			alle	5205	Babelsberg Nord - Weberplatz/Alt Nowawes	Grundschule Bruno H. Bürgel (16)	Karl-Liebknecht-Str. 29	nicht barrierefrei	nein
Tuchmacherstr	1			17			alle	5205	Babelsberg Nord - Weberplatz/Alt Nowawes	Grundschule Bruno H. Bürgel (16)	Karl-Liebknecht-Str. 29	nicht barrierefrei	nein
Tuchmacherstr	34			51			alle	5205	Babelsberg Nord - Weberplatz/Alt Nowawes	Grundschule Bruno H. Bürgel (16)	Karl-Liebknecht-Str. 29	nicht barrierefrei	nein
Weberplatz	1			19			alle	5205	Babelsberg Nord - Weberplatz/Alt Nowawes	Grundschule Bruno H. Bürgel (16)	Karl-Liebknecht-Str. 29	nicht barrierefrei	nein
Allee nach Glienicke	2			4			G	5206	Babelsberg Nord - Alt Nowawes West	Grundschule Bruno H. Bürgel (16)	Karl-Liebknecht-Str. 29	nicht barrierefrei	nein
Alt Nowawes	40			130			G	5206	Babelsberg Nord - Alt Nowawes West	Grundschule Bruno H. Bürgel (16)	Karl-Liebknecht-Str. 29	nicht barrierefrei	nein
Alt Nowawes	93			107			U	5206	Babelsberg Nord - Alt Nowawes West	Grundschule Bruno H. Bürgel (16)	Karl-Liebknecht-Str. 29	nicht barrierefrei	nein
Grenzstr	alle							5206	Babelsberg Nord - Alt Nowawes West	Grundschule Bruno H. Bürgel (16)	Karl-Liebknecht-Str. 29	nicht barrierefrei	nein
Jutestr	alle							5206	Babelsberg Nord - Alt Nowawes West	Grundschule Bruno H. Bürgel (16)	Karl-Liebknecht-Str. 29	nicht barrierefrei	nein
Karl-Liebknecht-Str	90			99			alle	5206	Babelsberg Nord - Alt Nowawes West	Grundschule Bruno H. Bürgel (16)	Karl-Liebknecht-Str. 29	nicht barrierefrei	nein
Mühlenstr	4			23			alle	5206	Babelsberg Nord - Alt Nowawes West	Grundschule Bruno H. Bürgel (16)	Karl-Liebknecht-Str. 29	nicht barrierefrei	nein
Neue Str	1			7			alle	5206	Babelsberg Nord - Alt Nowawes West	Grundschule Bruno H. Bürgel (16)	Karl-Liebknecht-Str. 29	nicht barrierefrei	nein
Park Babelsberg	1			11			alle	5206	Babelsberg Nord - Alt Nowawes West	Grundschule Bruno H. Bürgel (16)	Karl-Liebknecht-Str. 29	nicht barrierefrei	nein
Spindelstr	1			5			alle	5206	Babelsberg Nord - Alt Nowawes West	Grundschule Bruno H. Bürgel (16)	Karl-Liebknecht-Str. 29	nicht barrierefrei	nein
Tuchmacherstr	20			32			alle	5206	Babelsberg Nord - Alt Nowawes West	Grundschule Bruno H. Bürgel (16)	Karl-Liebknecht-Str. 29	nicht barrierefrei	nein
Wollestr	alle							5206	Babelsberg Nord - Alt Nowawes West	Grundschule Bruno H. Bürgel (16)	Karl-Liebknecht-Str. 29	nicht barrierefrei	nein
Alt Nowawes	22			36			G	5207	Babelsberg Nord - Rathaus/Humboldtbrücke	Oberlinhaus - Mutterhaus	Rudolf-Breitscheid-Str. 24		ja
Alt Nowawes	39						alle	5207	Babelsberg Nord - Rathaus/Humboldtbrücke	Oberlinhaus - Mutterhaus	Rudolf-Breitscheid-Str. 24		ja
An der Alten Brauerei	alle							5207	Babelsberg Nord - Rathaus/Humboldtbrücke	Oberlinhaus - Mutterhaus	Rudolf-Breitscheid-Str. 24		ja
Bendastr	1			6	A		alle	5207	Babelsberg Nord - Rathaus/Humboldtbrücke	Oberlinhaus - Mutterhaus	Rudolf-Breitscheid-Str. 24		ja
Daimlerstr	1						alle	5207	Babelsberg Nord - Rathaus/Humboldtbrücke	Oberlinhaus - Mutterhaus	Rudolf-Breitscheid-Str. 24		ja
Daimlerstr	2			12			G	5207	Babelsberg Nord - Rathaus/Humboldtbrücke	Oberlinhaus - Mutterhaus	Rudolf-Breitscheid-Str. 24		ja
Friedrich-List-Str	11						alle	5207	Babelsberg Nord - Rathaus/Humboldtbrücke	Oberlinhaus - Mutterhaus	Rudolf-Breitscheid-Str. 24		ja
Garnstr	1			22			alle	5207	Babelsberg Nord - Rathaus/Humboldtbrücke	Oberlinhaus - Mutterhaus	Rudolf-Breitscheid-Str. 24		ja
Glasmeisterstr	alle							5207	Babelsberg Nord - Rathaus/Humboldtbrücke	Oberlinhaus - Mutterhaus	Rudolf-Breitscheid-Str. 24		ja
Johannsenstr	alle							5207	Babelsberg Nord - Rathaus/Humboldtbrücke	Oberlinhaus - Mutterhaus	Rudolf-Breitscheid-Str. 24		ja
Karl-Liebknecht-Str	4			10			alle	5207	Babelsberg Nord - Rathaus/Humboldtbrücke	Oberlinhaus - Mutterhaus	Rudolf-Breitscheid-Str. 24		ja
Karl-Liebknecht-Str	127			138	A		alle	5207	Babelsberg Nord - Rathaus/Humboldtbrücke	Oberlinhaus - Mutterhaus	Rudolf-Breitscheid-Str. 24		ja
Mühlenstr	1	A		3			alle	5207	Babelsberg Nord - Rathaus/Humboldtbrücke	Oberlinhaus - Mutterhaus	Rudolf-Breitscheid-Str. 24		ja
Neue Str	7	A		14			alle	5207	Babelsberg Nord - Rathaus/Humboldtbrücke	Oberlinhaus - Mutterhaus	Rudolf-Breitscheid-Str. 24		ja
Rudolf-Breitscheid-Str	2			54			alle	5207	Babelsberg Nord - Rathaus/Humboldtbrücke	Oberlinhaus - Mutterhaus	Rudolf-Breitscheid-Str. 24		ja
Schornsteinfegergasse	1			5			alle	5207	Babelsberg Nord - Rathaus/Humboldtbrücke	Oberlinhaus - Mutterhaus	Rudolf-Breitscheid-Str. 24		ja
Theodor-Hoppe-Weg	alle							5207	Babelsberg Nord - Rathaus/Humboldtbrücke	Oberlinhaus - Mutterhaus	Rudolf-Breitscheid-Str. 24		ja
Voltastr	alle							5207	Babelsberg Nord - Rathaus/Humboldtbrücke	Oberlinhaus - Mutterhaus	Rudolf-Breitscheid-Str. 24		ja
Weberplatz	20			29			alle	5207	Babelsberg Nord - Rathaus/Humboldtbrücke	Oberlinhaus - Mutterhaus	Rudolf-Breitscheid-Str. 24		ja
Allee nach Glienicke	15			17			U	5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
Behringstr	1			29			U	5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
Behringstr	4			24			G	5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
Bruno-H-Bürgel-Str	1			15			U	5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
Bruno-H-Bürgel-Str	4			52			G	5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
Concordiaweg	alle							5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
Donarstr	34			36			G	5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
Filchnerstr	1			12			alle	5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
GA Babelsberg 1912	alle							5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
GA Freie Scholle	alle							5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
GA Hoffnung	alle							5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
Goethestr	4			32			G	5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
Heinestr	2			14			G	5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
Hoher Weg	alle							5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
Karl-Gruhl-Str	44			66			alle	5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
Karl-Liebknecht-Str	39			69			alle	5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
Kolonie Eigenland	alle							5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
Müllerstr	1			3			alle	5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
Müllerstr	8			11			alle	5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
Obere Donarstr	alle							5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
Pasteurstr	alle							5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
Plantagenstr	22			26			alle	5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
Scheffelstr	20			60			G	5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
Semmelweisstr	alle							5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
Turnstr	15			51			alle	5208	Babelsberg Nord - Goetheplatz	Katholische Kirche St. Antonius	Pfarrsaal	Plantagenstr. 23	ja
Daimlerstr	5			11			U	5301	Babelsberg Süd - Neuendorfer Anger	Berlin Brandenburgische Auslands-	gesellschaft e.V., Schulstr. 8b	nicht barrierefrei	nein
Daimlerstr	14			18			G	5301	Babelsberg Süd - Neuendorfer Anger	Berlin Brandenburgische Auslands-	gesellschaft e.V., Schulstr. 8b	nicht barrierefrei	nein
Dieselstr	1			18			alle	5301	Babelsberg Süd - Neuendorfer Anger	Berlin Brandenburgische Auslands-	gesellschaft e.V., Schulstr. 8b	nicht barrierefrei	nein
Friedrich-Engels-Str	25			56			alle	5301	Babelsberg Süd - Neuendorfer Anger	Berlin Brandenburgische Auslands-	gesellschaft e.V., Schulstr. 8b	nicht barrierefrei	nein
Friesenstr	alle							5301	Babelsberg Süd - Neuendorfer Anger	Berlin Brandenburgische Auslands-	gesellschaft e.V., Schulstr. 8b	nicht barrierefrei	nein
GA Übergang	alle							5301	Babelsberg Süd - Neuendorfer Anger	Berlin Brandenburgische Auslands-	gesellschaft e.V., Schulstr. 8b	nicht barrierefrei	nein
Großbeerenstr	1			27			U	5301	Babelsberg Süd - Neuendorfer Anger	Berlin Brandenburgische Auslands-	gesellschaft e.V., Schulstr. 8b	nicht barrierefrei	nein
Horstweg	93						alle	5301	Babelsberg Süd - Neuendorfer Anger	Berlin Brandenburgische Auslands-	gesellschaft e.V., Schulstr. 8b	nicht barrierefrei	nein
Jahnstr	alle							5301	Babelsberg Süd - Neuendorfer Anger	Berlin Brandenburgische Auslands-	gesellschaft e.V., Schulstr. 8b	nicht barrierefrei	nein
Karl-Liebknecht-Str	139			140			alle	5301	Babelsberg Süd - Neuendorfer Anger	Berlin Brandenburgische Auslands-	gesellschaft e.V., Schulstr. 8b	nicht barrierefrei	nein
Lutherplatz	3			7			alle	5301	Babelsberg Süd - Neuendorfer Anger	Berlin Brandenburgische Auslands-	gesellschaft e.V., Schulstr. 8b	nicht barrierefrei	nein
Neuendorfer Anger	alle							5301	Babelsberg Süd - Neuendorfer Anger	Berlin Brandenburgische Auslands-	gesellschaft e.V., Schulstr. 8b	nicht barrierefrei	nein
Wattstr	17			23			U	5301	Babelsberg Süd - Neuendorfer Anger	Berlin Brandenburgische Auslands-	gesellschaft e.V., Schulstr. 8b	nicht barrierefrei	nein
Dieselstr	20			50			G	5302	Babelsberg Süd - H-v-Kleist-Str./Wattstr	Goethe-Schule (31)	Kopernikusstr. 30		ja
Fultonstr	14			16			G	5302	Babelsberg Süd - H-v-Kleist-Str./Wattstr	Goethe-Schule (31)	Kopernikusstr. 30		ja
Großbeerenstr	29			65	A		U	5302	Babelsberg Süd - H-v-Kleist-Str./Wattstr	Goethe-Schule (31)	Kopernikusstr. 30		ja
Großbeerenstr	38			90			G	5302	Babelsberg Süd - H-v-Kleist-Str./Wattstr	Goethe-Schule (31)	Kopernikusstr. 30		ja
Heinrich-von-Kleist-Str	2			12			G	5302	Babelsberg Süd - H-v-Kleist-Str./Wattstr	Goethe-Schule (31)	Kopernikusstr. 30		ja
Heinrich-von-Kleist-Str	3			17			U	5302	Babelsberg Süd - H-v-Kleist-Str./Wattstr	Goethe-Schule (31)	Kopernikusstr. 30		ja
Horstweg	1			6			alle	5302	Babelsberg Süd - H-v-Kleist-Str./Wattstr	Goethe-Schule (31)	Kopernikusstr. 30		ja
Kopernikusstr	33			57			U	5302	Babelsberg Süd - H-v-Kleist-Str./Wattstr	Goethe-Schule (31)	Kopernikusstr. 30		ja
Siemensstr	15			37			U	5302	Babelsberg Süd - H-v-Kleist-Str./Wattstr	Goethe-Schule (31)	Kopernikusstr. 30		ja
Wattstr	20			24			G	5302	Babelsberg Süd - H-v-Kleist-Str./Wattstr	Goethe-Schule (31)	Kopernikusstr. 30		ja
Althoffstr	alle							5303	Babelsberg Süd - Benzstr./Pestalozzistr.	Goethe-Schule (31)	Kopernikusstr. 30		ja
Anhaltstr	alle							5303	Babelsberg Süd - Benzstr./Pestalozzistr.	Goethe-Schule (31)	Kopernikusstr. 30		ja
Benzstr	alle							5303	Babelsberg Süd - Benzstr./Pestalozzistr.	Goethe-Schule (31)	Kopernikusstr. 30		ja
Eichenweg	alle							5303	Babelsberg Süd - Benzstr./Pestalozzistr.	Goethe-Schule (31)	Kopernikusstr. 30		ja
Großbeerenstr	92			114			G	5303	Babelsberg Süd - Benzstr./Pestalozzistr.	Goethe-Schule (31)	Kopernikusstr. 30		ja
Heideweg	alle							5303	Babelsberg Süd - Benzstr./Pestalozzistr.	Goethe-Schule (31)	Kopernikusstr. 30		ja
Kopernikusstr	2			54			G	5303	Babelsberg Süd - Benzstr./Pestalozzistr.	Goethe-Schule (31)	Kopernikusstr. 30		ja
Paul-Neumann-Str	5			53			U	5303	Babelsberg Süd - Benzstr./Pestalozzistr.	Goethe-Schule (31)	Kopernikusstr. 30		ja
Pestalozzistr	alle							5303	Babelsberg Süd - Benzstr./Pestalozzistr.	Goethe-Schule (31)	Kopernikusstr. 30		ja
Stephensonstr	alle							5303	Babelsberg Süd - Benzstr./Pestalozzistr.	Goethe-Schule (31)	Kopernikusstr. 30		ja
Am Klubhaus	alle							5304	Babelsberg Süd - Paul-Neumann-Str.	Sportplatz Sandscholle	Franz-Mehring-Str. 54		ja
Am Sportplatz	31			49			alle	5304	Babelsberg Süd - Paul-Neumann-Str.	Sportplatz Sandscholle	Franz-Mehring-Str. 54		ja
An der Sandscholle	32			52			G	5304	Babelsberg Süd - Paul-Neumann-Str.	Sportplatz Sandscholle	Franz-Mehring-Str. 54		ja
August-Bebel-Str	10			13			alle	5304	Babelsberg Süd - Paul-Neumann-Str.	Sportplatz Sandscholle	Franz-Mehring-Str. 54		ja
Blumenweg	1			23			U	5304	Babelsberg Süd - Paul-Neumann-Str.	Sportplatz Sandscholle	Franz-Mehring-Str. 54		ja
Franz-Mehring-Str	1			19			alle	5304	Babelsberg Süd - Paul-Neumann-Str.	Sportplatz Sandscholle	Franz-Mehring-Str. 54		ja
Paul-Neumann-Str	2			54			G	5304	Babelsberg Süd - Paul-Neumann-Str.	Sportplatz Sandscholle	Franz-Mehring-Str. 54		ja
Rosenstr	1			25			U	5304	Babelsberg Süd - Paul-Neumann-Str.	Sportplatz Sandscholle	Franz-Mehring-Str. 54		ja
Rosenstr	2			66			G	5304	Babelsberg Süd - Paul-Neumann-Str.	Sportplatz Sandscholle	Franz-Mehring-Str. 54		ja
Rotdornweg	alle							5304	Babelsberg Süd - Paul-Neumann-Str.	Sportplatz Sandscholle	Franz-Mehring-Str. 54		ja
Stahnsdorfer Str	1			75			U	5304	Babelsberg Süd - Paul-Neumann-Str.	Sportplatz Sandscholle	Franz-Mehring-Str. 54		ja
Stahnsdorfer Str	4			110			G	5304	Babelsberg Süd - Paul-Neumann-Str.	Sportplatz Sandscholle	Franz-Mehring-Str. 54		ja
Am Sportplatz	1			29			U	5305	Babelsberg Süd - Dianastr./Sandscholle	Kindertagesstätte Sandscholle	Franz-Mehring-Str. 54		ja
Am Sportplatz	2			6			G	5305	Babelsberg Süd - Dianastr./Sandscholle	Kindertagesstätte Sandscholle	Franz-Mehring-Str. 54		ja
An der Sandscholle	2			30			alle	5305	Babelsberg Süd - Dianastr./Sandscholle	Kindertagesstätte Sandscholle	Franz-Mehring-Str. 54		ja
August-Bebel-Str	55			66			alle	5305	Babelsberg Süd - Dianastr./Sandscholle	Kindertagesstätte Sandscholle	Franz-Mehring-Str. 54		ja
Blumenweg	2			32			G	5305	Babelsberg Süd - Dianastr./Sandscholle	Kindertagesstätte Sandscholle	Franz-Mehring-Str. 54		ja
Dianastr	2			46			G	5305	Babelsberg Süd - Dianastr./Sandscholle	Kindertagesstätte Sandscholle	Franz-Mehring-Str. 54		ja
Franz-Mehring-Str	21			65			alle	5305	Babelsberg Süd - Dianastr./Sandscholle	Kindertagesstätte Sandscholle	Franz-Mehring-Str. 54		ja
Großbeerenstr	122			200			G	5305	Babelsberg Süd - Dianastr./Sandscholle	Kindertagesstätte Sandscholle	Franz-Mehring-Str. 54		ja
Kleine Str	alle							5305	Babelsberg Süd - Dianastr./Sandscholle	Kindertagesstätte Sandscholle	Franz-Mehring-Str. 54		ja
Marlene-Dietrich-Allee	9						alle	5305	Babelsberg Süd - Dianastr./Sandscholle	Kindertagesstätte Sandscholle	Franz-Mehring-Str. 54		ja
Merkurstr	alle							5305	Babelsberg Süd - Dianastr./Sandscholle	Kindertagesstätte Sandscholle	Franz-Mehring-Str. 54		ja
Paul-Neumann-Str	55			97			U	5305	Babelsberg Süd - Dianastr./Sandscholle	Kindertagesstätte Sandscholle	Franz-Mehring-Str. 54		ja
Paul-Neumann-Str	56			84			G	5305	Babelsberg Süd - Dianastr./Sandscholle	Kindertagesstätte Sandscholle	Franz-Mehring-Str. 54		ja
Rosenstr	27			55			U	5305	Babelsberg Süd - Dianastr./Sandscholle	Kindertagesstätte Sandscholle	Franz-Mehring-Str. 54		ja
Steinstr	27			27	A		alle	5305	Babelsberg Süd - Dianastr./Sandscholle	Kindertagesstätte Sandscholle	Franz-Mehring-Str. 54		ja
August-Bebel-Str	26			27			alle	5306	Babelsberg Süd - Marlene-Dietrich-Allee	Universität Potsdam Komplex III, Haus 6	August-Bebel-Str. 89	nicht barrierefrei	nein
August-Bebel-Str	72			89	A		alle	5306	Babelsberg Süd - Marlene-Dietrich-Allee	Universität Potsdam Komplex III, Haus 6	August-Bebel-Str. 89	nicht barrierefrei	nein
Dianastr	1			17			U	5306	Babelsberg Süd - Marlene-Dietrich-Allee	Universität Potsdam Komplex III, Haus 6	August-Bebel-Str. 89	nicht barrierefrei	nein
Försterweg	alle							5306	Babelsberg Süd - Marlene-Dietrich-Allee	Universität Potsdam Komplex III, Haus 6	August-Bebel-Str. 89	nicht barrierefrei	nein
Heinz-Rühmann-Weg	alle							5306	Babelsberg Süd - Marlene-Dietrich-Allee	Universität Potsdam Komplex III, Haus 6	August-Bebel-Str. 89	nicht barrierefrei	nein
Jägersteig	alle							5306	Babelsberg Süd - Marlene-Dietrich-Allee	Universität Potsdam Komplex III, Haus 6	August-Bebel-Str. 89	nicht barrierefrei	nein
Marlene-Dietrich-Allee	15			19			alle	5306	Babelsberg Süd - Marlene-Dietrich-Allee	Universität Potsdam Komplex III, Haus 6	August-Bebel-Str. 89	nicht barrierefrei	nein
Rote-Kreuz-Str	alle							5306	Babelsberg Süd - Marlene-Dietrich-Allee	Universität Potsdam Komplex III, Haus 6	August-Bebel-Str. 89	nicht barrierefrei	nein
Stahnsdorfer Str	77			129			U	5306	Babelsberg Süd - Marlene-Dietrich-Allee	Universität Potsdam Komplex III, Haus 6	August-Bebel-Str. 89	nicht barrierefrei	nein
Stahnsdorfer Str	140	A		156	C		G	5306	Babelsberg Süd - Marlene-Dietrich-Allee	Universität Potsdam Komplex III, Haus 6	August-Bebel-Str. 89	nicht barrierefrei	nein
Steinstr	1			23			U	5306	Babelsberg Süd - Marlene-Dietrich-Allee	Universität Potsdam Komplex III, Haus 6	August-Bebel-Str. 89	nicht barrierefrei	nein
Steinstr	8			18			G	5306	Babelsberg Süd - Marlene-Dietrich-Allee	Universität Potsdam Komplex III, Haus 6	August-Bebel-Str. 89	nicht barrierefrei	nein
Ahornstr	alle							5307	Babelsberg Süd - An den Windmühlen	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
An den Windmühlen	2			28	A		G	5307	Babelsberg Süd - An den Windmühlen	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Biberweg	alle							5307	Babelsberg Süd - An den Windmühlen	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Fritz-Zubeil-Str	1			23	A		U	5307	Babelsberg Süd - An den Windmühlen	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Fritz-Zubeil-Str	2			34			G	5307	Babelsberg Süd - An den Windmühlen	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Fritz-Zubeil-Str	60			94			G	5307	Babelsberg Süd - An den Windmühlen	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
GA Glück Auf	alle							5307	Babelsberg Süd - An den Windmühlen	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
GA Uns Genügts	alle							5307	Babelsberg Süd - An den Windmühlen	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Gartenstr	alle							5307	Babelsberg Süd - An den Windmühlen	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Großbeerenstr	91			175			U	5307	Babelsberg Süd - An den Windmühlen	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Grünstr	alle							5307	Babelsberg Süd - An den Windmühlen	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Kleewall	alle							5307	Babelsberg Süd - An den Windmühlen	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Konsumhof	alle							5307	Babelsberg Süd - An den Windmühlen	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Mitteldamm	alle							5307	Babelsberg Süd - An den Windmühlen	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Orenstein und Koppel Str	alle							5307	Babelsberg Süd - An den Windmühlen	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Otterweg	alle							5307	Babelsberg Süd - An den Windmühlen	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Prager Str	alle							5307	Babelsberg Süd - An den Windmühlen	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Sophie-Farber-Str	alle							5307	Babelsberg Süd - An den Windmühlen	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Ulmenstr	alle							5307	Babelsberg Süd - An den Windmühlen	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Weidendamm	alle							5307	Babelsberg Süd - An den Windmühlen	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Wetzlarer Str	alle							5307	Babelsberg Süd - An den Windmühlen	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Fultonstr	1			21			U	5308	Babelsberg Süd - Schulstr./Fultonstr.	Jugendherberge Potsdam	Haus der Jugend, Schulstr. 9		ja
Fultonstr	2			8			G	5308	Babelsberg Süd - Schulstr./Fultonstr.	Jugendherberge Potsdam	Haus der Jugend, Schulstr. 9		ja
Großbeerenstr	4			34			G	5308	Babelsberg Süd - Schulstr./Fultonstr.	Jugendherberge Potsdam	Haus der Jugend, Schulstr. 9		ja
Heinrich-von-Kleist-Str	1	A		1	B		alle	5308	Babelsberg Süd - Schulstr./Fultonstr.	Jugendherberge Potsdam	Haus der Jugend, Schulstr. 9		ja
Karl-Liebknecht-Str	1			3			alle	5308	Babelsberg Süd - Schulstr./Fultonstr.	Jugendherberge Potsdam	Haus der Jugend, Schulstr. 9		ja
Kopernikusstr	1			31			U	5308	Babelsberg Süd - Schulstr./Fultonstr.	Jugendherberge Potsdam	Haus der Jugend, Schulstr. 9		ja
Lutherplatz	1			2			alle	5308	Babelsberg Süd - Schulstr./Fultonstr.	Jugendherberge Potsdam	Haus der Jugend, Schulstr. 9		ja
Schulstr	alle							5308	Babelsberg Süd - Schulstr./Fultonstr.	Jugendherberge Potsdam	Haus der Jugend, Schulstr. 9		ja
Siemensstr	1			13			U	5308	Babelsberg Süd - Schulstr./Fultonstr.	Jugendherberge Potsdam	Haus der Jugend, Schulstr. 9		ja
Siemensstr	2			38			G	5308	Babelsberg Süd - Schulstr./Fultonstr.	Jugendherberge Potsdam	Haus der Jugend, Schulstr. 9		ja
Wattstr	2			16			alle	5308	Babelsberg Süd - Schulstr./Fultonstr.	Jugendherberge Potsdam	Haus der Jugend, Schulstr. 9		ja
An den Windmühlen	3			31			U	5309	Babelsberg Süd - Walter-Klausch-Str.	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Baberowweg	alle							5309	Babelsberg Süd - Walter-Klausch-Str.	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Dieselstr	27			61			U	5309	Babelsberg Süd - Walter-Klausch-Str.	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Dieselstr	52			60			G	5309	Babelsberg Süd - Walter-Klausch-Str.	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
Fritz-Zubeil-Str	25			95			U	5309	Babelsberg Süd - Walter-Klausch-Str.	Institut für Weiterbildung	Fritz-Zubeil-Str. 14		ja
